[(-14105, 7144, -3847), (-159, 265, 46)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14126, 7148, -3906), (-103, 222, 39)]
[(-14103, 7134, -3935), (-129, 214, 23)]
[(-14103, 7134, -3935), (-129, 214, 23)]
[(-14103, 7134, -3935), (-129, 214, 23)]
[(-14103, 7134, -3935), (-129, 214, 23)]
[(-14060, 7188, -3872), (-149, 204, 45)]
[(-14060, 7188, -3872), (-149, 204, 45)]
[(-14060, 7188, -3872), (-149, 204, 45)]
[(-14060, 7188, -3872), (-149, 204, 45)]
[(-14060, 7188, -3872), (-149, 204, 45)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14089, 7170, -3869), (-142, 226, 32)]
[(-14111, 7165, -3892), (-124, 254, 20)]
[(-14111, 7165, -3892), (-124, 254, 20)]
[(-14111, 7165, -3892), (-124, 254, 20)]
[(-14111, 7165, -3892), (-124, 254, 20)]
[(-14111, 7165, -3892), (-124, 254, 20)]
[(-14111, 7165, -3892), (-124, 254, 20)]
[(-14104, 7158, -3896), (-82, 239, 6)]
[(-14104, 7158, -3896), (-82, 239, 6)]
[(-14104, 7158, -3896), (-82, 239, 6)]
[(-14104, 7158, -3896), (-82, 239, 6)]
[(-14104, 7158, -3896), (-82, 239, 6)]
[(-14156, 7151, -3884), (-96, 218, 5)]
[(-14156, 7151, -3884), (-96, 218, 5)]
[(-14156, 7151, -3884), (-96, 218, 5)]
