[(-15761, 1916, -3412), (-120, 326, -15)]
[(-15758, 1872, -3418), (-159, 362, 0)]
[(-15758, 1872, -3418), (-159, 362, 0)]
[(-15758, 1872, -3418), (-159, 362, 0)]
[(-15748, 1889, -3446), (-133, 338, 1)]
[(-15748, 1889, -3446), (-133, 338, 1)]
[(-15748, 1889, -3446), (-133, 338, 1)]
[(-15748, 1889, -3446), (-133, 338, 1)]
[(-15756, 1867, -3458), (-126, 344, 11)]
[(-15756, 1867, -3458), (-126, 344, 11)]
[(-15756, 1867, -3458), (-126, 344, 11)]
[(-15756, 1867, -3458), (-126, 344, 11)]
[(-15756, 1867, -3458), (-126, 344, 11)]
[(-15756, 1867, -3458), (-126, 344, 11)]
[(-15750, 1877, -3483), (-81, 315, 14)]
[(-15750, 1877, -3483), (-81, 315, 14)]
[(-15750, 1877, -3483), (-81, 315, 14)]
[(-15750, 1877, -3483), (-81, 315, 14)]
[(-15750, 1877, -3483), (-81, 315, 14)]
[(-15750, 1877, -3483), (-81, 315, 14)]
[(-15750, 1862, -3514), (-52, 316, 4)]
[(-15750, 1862, -3514), (-52, 316, 4)]
[(-15750, 1862, -3514), (-52, 316, 4)]
[(-15750, 1862, -3514), (-52, 316, 4)]
[(-15750, 1862, -3514), (-52, 316, 4)]
[(-15713, 1857, -3521), (45, 270, 41)]
[(-15713, 1857, -3521), (45, 270, 41)]
[(-15713, 1857, -3521), (45, 270, 41)]
[(-15713, 1857, -3521), (45, 270, 41)]
[(-15713, 1857, -3521), (45, 270, 41)]
[(-15713, 1857, -3521), (45, 270, 41)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15706, 1904, -3513), (18, 267, 10)]
[(-15721, 1914, -3517), (-14, 285, 8)]
[(-15721, 1914, -3517), (-14, 285, 8)]
