[(-14141, 7084, -3970), (-121, 207, -14)]
[(-14153, 7056, -3901), (-170, 229, 11)]
[(-14153, 7056, -3901), (-170, 229, 11)]
[(-14153, 7056, -3901), (-170, 229, 11)]
[(-14153, 7056, -3901), (-170, 229, 11)]
[(-14157, 7078, -3898), (-143, 207, 15)]
[(-14157, 7078, -3898), (-143, 207, 15)]
[(-14157, 7078, -3898), (-143, 207, 15)]
[(-14157, 7078, -3898), (-143, 207, 15)]
[(-14157, 7078, -3898), (-143, 207, 15)]
[(-14157, 7078, -3898), (-143, 207, 15)]
[(-14166, 7070, -3889), (-148, 158, 17)]
[(-14166, 7070, -3889), (-148, 158, 17)]
[(-14166, 7070, -3889), (-148, 158, 17)]
[(-14166, 7070, -3889), (-148, 158, 17)]
[(-14166, 7070, -3889), (-148, 158, 17)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14149, 7100, -3870), (-119, 121, 18)]
[(-14136, 7092, -3856), (-85, 146, 12)]
[(-14136, 7092, -3856), (-85, 146, 12)]
[(-14136, 7092, -3856), (-85, 146, 12)]
[(-14136, 7092, -3856), (-85, 146, 12)]
[(-14136, 7092, -3856), (-85, 146, 12)]
[(-14100, 7093, -3890), (-79, 202, -2)]
[(-14100, 7093, -3890), (-79, 202, -2)]
[(-14100, 7093, -3890), (-79, 202, -2)]
[(-14100, 7093, -3890), (-79, 202, -2)]
[(-14100, 7093, -3890), (-79, 202, -2)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14100, 7075, -3912), (-91, 203, -14)]
[(-14128, 7098, -3900), (-115, 177, -15)]
[(-14128, 7098, -3900), (-115, 177, -15)]
[(-14128, 7098, -3900), (-115, 177, -15)]
[(-14128, 7098, -3900), (-115, 177, -15)]
[(-14128, 7098, -3900), (-115, 177, -15)]
[(-14128, 7098, -3900), (-115, 177, -15)]
[(-14140, 7078, -3905), (-90, 102, 9)]
[(-14140, 7078, -3905), (-90, 102, 9)]
[(-14140, 7078, -3905), (-90, 102, 9)]
[(-14140, 7078, -3905), (-90, 102, 9)]
[(-14140, 7078, -3905), (-90, 102, 9)]
[(-14148, 7070, -3907), (-132, 90, 10)]
[(-14148, 7070, -3907), (-132, 90, 10)]
[(-14148, 7070, -3907), (-132, 90, 10)]
[(-14148, 7070, -3907), (-132, 90, 10)]
[(-14148, 7070, -3907), (-132, 90, 10)]
