[(-14011, 7290, -4055), (-123, 272, 34)]
[(-13980, 7312, -4051), (-147, 202, 29)]
[(-13980, 7312, -4051), (-147, 202, 29)]
[(-13980, 7312, -4051), (-147, 202, 29)]
[(-13980, 7312, -4051), (-147, 202, 29)]
[(-13989, 7279, -4034), (-135, 142, 12)]
[(-13989, 7279, -4034), (-135, 142, 12)]
[(-13989, 7279, -4034), (-135, 142, 12)]
[(-13989, 7279, -4034), (-135, 142, 12)]
[(-13989, 7279, -4034), (-135, 142, 12)]
[(-13989, 7272, -3993), (-108, 166, 17)]
[(-13989, 7272, -3993), (-108, 166, 17)]
[(-13989, 7272, -3993), (-108, 166, 17)]
[(-13989, 7272, -3993), (-108, 166, 17)]
[(-13989, 7272, -3993), (-108, 166, 17)]
[(-13989, 7272, -3993), (-108, 166, 17)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13953, 7288, -3991), (-117, 236, 8)]
[(-13947, 7291, -4002), (-123, 269, -4)]
[(-13947, 7291, -4002), (-123, 269, -4)]
[(-13947, 7291, -4002), (-123, 269, -4)]
[(-13947, 7291, -4002), (-123, 269, -4)]
[(-13947, 7291, -4002), (-123, 269, -4)]
[(-13947, 7291, -4002), (-123, 269, -4)]
[(-13967, 7283, -4006), (-141, 259, 11)]
[(-13967, 7283, -4006), (-141, 259, 11)]
[(-13967, 7283, -4006), (-141, 259, 11)]
[(-13967, 7283, -4006), (-141, 259, 11)]
[(-13967, 7283, -4006), (-141, 259, 11)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13969, 7255, -3997), (-152, 192, 15)]
[(-13980, 7276, -3980), (-134, 160, 38)]
[(-13980, 7276, -3980), (-134, 160, 38)]
[(-13980, 7276, -3980), (-134, 160, 38)]
[(-13980, 7276, -3980), (-134, 160, 38)]
[(-13980, 7276, -3980), (-134, 160, 38)]
[(-13980, 7276, -3980), (-134, 160, 38)]
[(-13989, 7276, -3956), (-146, 184, 51)]
[(-13989, 7276, -3956), (-146, 184, 51)]
[(-13989, 7276, -3956), (-146, 184, 51)]
[(-13989, 7276, -3956), (-146, 184, 51)]
[(-13989, 7276, -3956), (-146, 184, 51)]
[(-14007, 7278, -3937), (-121, 210, 61)]
[(-14007, 7278, -3937), (-121, 210, 61)]
[(-14007, 7278, -3937), (-121, 210, 61)]
[(-14007, 7278, -3937), (-121, 210, 61)]
[(-14007, 7278, -3937), (-121, 210, 61)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13980, 7278, -3969), (-131, 203, 36)]
[(-13993, 7280, -3984), (-93, 157, -2)]
[(-13993, 7280, -3984), (-93, 157, -2)]
[(-13993, 7280, -3984), (-93, 157, -2)]
[(-13993, 7280, -3984), (-93, 157, -2)]
[(-13993, 7280, -3984), (-93, 157, -2)]
[(-13990, 7255, -3968), (-102, 169, -19)]
[(-13990, 7255, -3968), (-102, 169, -19)]
[(-13990, 7255, -3968), (-102, 169, -19)]
[(-13990, 7255, -3968), (-102, 169, -19)]
[(-13990, 7255, -3968), (-102, 169, -19)]
[(-13990, 7255, -3968), (-102, 169, -19)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-14001, 7232, -4002), (-136, 230, -17)]
[(-13987, 7259, -3983), (-141, 252, 3)]
[(-13987, 7259, -3983), (-141, 252, 3)]
[(-13987, 7259, -3983), (-141, 252, 3)]
[(-13987, 7259, -3983), (-141, 252, 3)]
[(-13987, 7259, -3983), (-141, 252, 3)]
[(-14014, 7262, -3970), (-128, 235, 10)]
[(-14014, 7262, -3970), (-128, 235, 10)]
[(-14014, 7262, -3970), (-128, 235, 10)]
[(-14014, 7262, -3970), (-128, 235, 10)]
[(-14014, 7262, -3970), (-128, 235, 10)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-14013, 7274, -3989), (-105, 213, 16)]
[(-13991, 7224, -3968), (-116, 166, 58)]
[(-13991, 7224, -3968), (-116, 166, 58)]
[(-13991, 7224, -3968), (-116, 166, 58)]
[(-13991, 7224, -3968), (-116, 166, 58)]
[(-13991, 7224, -3968), (-116, 166, 58)]
[(-13979, 7247, -3964), (-145, 191, 59)]
[(-13979, 7247, -3964), (-145, 191, 59)]
[(-13979, 7247, -3964), (-145, 191, 59)]
[(-13979, 7247, -3964), (-145, 191, 59)]
[(-13979, 7247, -3964), (-145, 191, 59)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-13993, 7261, -3964), (-158, 222, 31)]
[(-14021, 7273, -3948), (-146, 218, 1)]
[(-14021, 7273, -3948), (-146, 218, 1)]
[(-14021, 7273, -3948), (-146, 218, 1)]
[(-14021, 7273, -3948), (-146, 218, 1)]
[(-14021, 7273, -3948), (-146, 218, 1)]
[(-14016, 7256, -3956), (-138, 226, 0)]
[(-14016, 7256, -3956), (-138, 226, 0)]
[(-14016, 7256, -3956), (-138, 226, 0)]
[(-14016, 7256, -3956), (-138, 226, 0)]
[(-14016, 7256, -3956), (-138, 226, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14037, 7249, -3995), (-125, 228, 0)]
[(-14030, 7276, -3973), (-143, 223, -11)]
[(-14030, 7276, -3973), (-143, 223, -11)]
[(-14030, 7276, -3973), (-143, 223, -11)]
[(-14030, 7276, -3973), (-143, 223, -11)]
[(-14030, 7276, -3973), (-143, 223, -11)]
[(-14050, 7286, -3984), (-93, 184, -11)]
[(-14050, 7286, -3984), (-93, 184, -11)]
[(-14050, 7286, -3984), (-93, 184, -11)]
[(-14050, 7286, -3984), (-93, 184, -11)]
[(-14050, 7286, -3984), (-93, 184, -11)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14036, 7279, -3948), (-126, 200, -1)]
[(-14012, 7296, -3938), (-123, 202, 18)]
[(-14012, 7296, -3938), (-123, 202, 18)]
[(-14012, 7296, -3938), (-123, 202, 18)]
[(-14012, 7296, -3938), (-123, 202, 18)]
[(-14012, 7296, -3938), (-123, 202, 18)]
[(-14016, 7277, -3928), (-117, 206, -5)]
[(-14016, 7277, -3928), (-117, 206, -5)]
[(-14016, 7277, -3928), (-117, 206, -5)]
[(-14016, 7277, -3928), (-117, 206, -5)]
[(-14016, 7277, -3928), (-117, 206, -5)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14038, 7269, -3940), (-114, 221, 1)]
[(-14050, 7256, -3937), (-92, 228, -8)]
[(-14050, 7256, -3937), (-92, 228, -8)]
[(-14050, 7256, -3937), (-92, 228, -8)]
[(-14050, 7256, -3937), (-92, 228, -8)]
[(-14050, 7256, -3937), (-92, 228, -8)]
[(-14048, 7227, -3938), (-110, 243, -30)]
[(-14048, 7227, -3938), (-110, 243, -30)]
[(-14048, 7227, -3938), (-110, 243, -30)]
[(-14048, 7227, -3938), (-110, 243, -30)]
[(-14048, 7227, -3938), (-110, 243, -30)]
[(-14054, 7215, -3908), (-79, 209, -30)]
[(-14054, 7215, -3908), (-79, 209, -30)]
