[(-15186, 3307, -5500), (-98, 310, -14)]
[(-15168, 3309, -5495), (-112, 324, -17)]
[(-15168, 3309, -5495), (-112, 324, -17)]
[(-15168, 3309, -5495), (-112, 324, -17)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15158, 3292, -5476), (-99, 343, -4)]
[(-15163, 3292, -5508), (-106, 349, -22)]
[(-15163, 3292, -5508), (-106, 349, -22)]
[(-15163, 3292, -5508), (-106, 349, -22)]
[(-15163, 3292, -5508), (-106, 349, -22)]
[(-15163, 3292, -5508), (-106, 349, -22)]
[(-15163, 3292, -5508), (-106, 349, -22)]
[(-15157, 3282, -5518), (-117, 344, -17)]
[(-15157, 3282, -5518), (-117, 344, -17)]
[(-15157, 3282, -5518), (-117, 344, -17)]
[(-15157, 3282, -5518), (-117, 344, -17)]
[(-15157, 3282, -5518), (-117, 344, -17)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15172, 3321, -5489), (-71, 289, 18)]
[(-15161, 3300, -5484), (-73, 290, -29)]
[(-15161, 3300, -5484), (-73, 290, -29)]
[(-15161, 3300, -5484), (-73, 290, -29)]
[(-15161, 3300, -5484), (-73, 290, -29)]
[(-15161, 3300, -5484), (-73, 290, -29)]
[(-15161, 3300, -5484), (-73, 290, -29)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15169, 3273, -5504), (-101, 274, -24)]
[(-15193, 3291, -5498), (-111, 334, -20)]
[(-15193, 3291, -5498), (-111, 334, -20)]
[(-15193, 3291, -5498), (-111, 334, -20)]
[(-15193, 3291, -5498), (-111, 334, -20)]
[(-15193, 3291, -5498), (-111, 334, -20)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15189, 3309, -5496), (-127, 417, 0)]
[(-15181, 3317, -5507), (-164, 419, -7)]
[(-15181, 3317, -5507), (-164, 419, -7)]
[(-15181, 3317, -5507), (-164, 419, -7)]
[(-15181, 3317, -5507), (-164, 419, -7)]
[(-15181, 3317, -5507), (-164, 419, -7)]
[(-15181, 3317, -5507), (-164, 419, -7)]
[(-15166, 3313, -5508), (-159, 400, -24)]
[(-15166, 3313, -5508), (-159, 400, -24)]
[(-15166, 3313, -5508), (-159, 400, -24)]
[(-15166, 3313, -5508), (-159, 400, -24)]
[(-15166, 3313, -5508), (-159, 400, -24)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15168, 3312, -5509), (-153, 391, -19)]
[(-15148, 3318, -5497), (-67, 320, 20)]
[(-15148, 3318, -5497), (-67, 320, 20)]
[(-15148, 3318, -5497), (-67, 320, 20)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15119, 3335, -5520), (-57, 307, -16)]
[(-15129, 3301, -5536), (-36, 223, -14)]
[(-15129, 3301, -5536), (-36, 223, -14)]
[(-15129, 3301, -5536), (-36, 223, -14)]
[(-15129, 3301, -5536), (-36, 223, -14)]
[(-15129, 3301, -5536), (-36, 223, -14)]
[(-15129, 3301, -5536), (-36, 223, -14)]
[(-15168, 3284, -5545), (27, 276, -9)]
[(-15168, 3284, -5545), (27, 276, -9)]
[(-15168, 3284, -5545), (27, 276, -9)]
[(-15168, 3284, -5545), (27, 276, -9)]
[(-15168, 3284, -5545), (27, 276, -9)]
[(-15153, 3302, -5535), (-42, 289, -6)]
[(-15153, 3302, -5535), (-42, 289, -6)]
[(-15153, 3302, -5535), (-42, 289, -6)]
[(-15153, 3302, -5535), (-42, 289, -6)]
