[(-15176, 3245, -5540), (-139, 300, -8)]
[(-15184, 3232, -5544), (-84, 295, 17)]
[(-15184, 3232, -5544), (-84, 295, 17)]
[(-15184, 3232, -5544), (-84, 295, 17)]
[(-15184, 3232, -5544), (-84, 295, 17)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15178, 3242, -5546), (-111, 283, 18)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15153, 3252, -5560), (-106, 272, 30)]
[(-15128, 3272, -5535), (-128, 272, 18)]
[(-15128, 3272, -5535), (-128, 272, 18)]
[(-15128, 3272, -5535), (-128, 272, 18)]
[(-15128, 3272, -5535), (-128, 272, 18)]
[(-15128, 3272, -5535), (-128, 272, 18)]
[(-15147, 3264, -5525), (-123, 281, 10)]
[(-15147, 3264, -5525), (-123, 281, 10)]
[(-15147, 3264, -5525), (-123, 281, 10)]
[(-15147, 3264, -5525), (-123, 281, 10)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15174, 3241, -5492), (-142, 304, -14)]
[(-15169, 3248, -5494), (-140, 276, 3)]
[(-15169, 3248, -5494), (-140, 276, 3)]
[(-15169, 3248, -5494), (-140, 276, 3)]
[(-15169, 3248, -5494), (-140, 276, 3)]
[(-15169, 3248, -5494), (-140, 276, 3)]
[(-15149, 3276, -5492), (-129, 295, 31)]
[(-15149, 3276, -5492), (-129, 295, 31)]
[(-15149, 3276, -5492), (-129, 295, 31)]
[(-15149, 3276, -5492), (-129, 295, 31)]
[(-15149, 3276, -5492), (-129, 295, 31)]
[(-15149, 3276, -5492), (-129, 295, 31)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15138, 3302, -5505), (-132, 408, 37)]
[(-15141, 3316, -5539), (-142, 401, 29)]
[(-15141, 3316, -5539), (-142, 401, 29)]
[(-15141, 3316, -5539), (-142, 401, 29)]
[(-15141, 3316, -5539), (-142, 401, 29)]
[(-15141, 3316, -5539), (-142, 401, 29)]
[(-15127, 3317, -5560), (-111, 373, 39)]
[(-15127, 3317, -5560), (-111, 373, 39)]
[(-15127, 3317, -5560), (-111, 373, 39)]
[(-15127, 3317, -5560), (-111, 373, 39)]
[(-15127, 3317, -5560), (-111, 373, 39)]
[(-15127, 3317, -5560), (-111, 373, 39)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15123, 3329, -5569), (-110, 368, 4)]
[(-15125, 3298, -5555), (-91, 365, 18)]
[(-15125, 3298, -5555), (-91, 365, 18)]
[(-15125, 3298, -5555), (-91, 365, 18)]
[(-15125, 3298, -5555), (-91, 365, 18)]
[(-15125, 3298, -5555), (-91, 365, 18)]
[(-15113, 3294, -5576), (-108, 357, 14)]
[(-15113, 3294, -5576), (-108, 357, 14)]
[(-15113, 3294, -5576), (-108, 357, 14)]
[(-15113, 3294, -5576), (-108, 357, 14)]
[(-15113, 3294, -5576), (-108, 357, 14)]
[(-15113, 3294, -5576), (-108, 357, 14)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15140, 3305, -5585), (-90, 316, 20)]
[(-15124, 3324, -5554), (-76, 278, 5)]
[(-15124, 3324, -5554), (-76, 278, 5)]
[(-15124, 3324, -5554), (-76, 278, 5)]
[(-15124, 3324, -5554), (-76, 278, 5)]
