[(-15160, 3196, -5534), (-186, 313, 0)]
[(-15190, 3183, -5537), (-105, 341, -2)]
[(-15190, 3183, -5537), (-105, 341, -2)]
[(-15190, 3183, -5537), (-105, 341, -2)]
[(-15190, 3183, -5537), (-105, 341, -2)]
[(-15190, 3183, -5537), (-105, 341, -2)]
[(-15190, 3183, -5537), (-105, 341, -2)]
[(-15195, 3195, -5504), (-90, 352, -19)]
[(-15195, 3195, -5504), (-90, 352, -19)]
[(-15195, 3195, -5504), (-90, 352, -19)]
[(-15195, 3195, -5504), (-90, 352, -19)]
[(-15195, 3195, -5504), (-90, 352, -19)]
[(-15195, 3195, -5504), (-90, 352, -19)]
[(-15210, 3211, -5492), (-83, 361, -8)]
[(-15210, 3211, -5492), (-83, 361, -8)]
[(-15210, 3211, -5492), (-83, 361, -8)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15212, 3214, -5484), (-83, 354, -46)]
[(-15200, 3196, -5509), (-86, 365, -88)]
[(-15200, 3196, -5509), (-86, 365, -88)]
[(-15200, 3196, -5509), (-86, 365, -88)]
[(-15200, 3196, -5509), (-86, 365, -88)]
[(-15200, 3196, -5509), (-86, 365, -88)]
[(-15208, 3165, -5530), (-51, 352, -100)]
[(-15208, 3165, -5530), (-51, 352, -100)]
[(-15208, 3165, -5530), (-51, 352, -100)]
[(-15208, 3165, -5530), (-51, 352, -100)]
[(-15208, 3165, -5530), (-51, 352, -100)]
[(-15206, 3132, -5533), (-59, 338, -108)]
[(-15206, 3132, -5533), (-59, 338, -108)]
[(-15206, 3132, -5533), (-59, 338, -108)]
[(-15206, 3132, -5533), (-59, 338, -108)]
[(-15206, 3132, -5533), (-59, 338, -108)]
[(-15206, 3132, -5533), (-59, 338, -108)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15204, 3115, -5541), (-58, 331, -86)]
[(-15232, 3095, -5534), (-8, 353, -67)]
[(-15232, 3095, -5534), (-8, 353, -67)]
[(-15232, 3095, -5534), (-8, 353, -67)]
[(-15232, 3095, -5534), (-8, 353, -67)]
[(-15232, 3095, -5534), (-8, 353, -67)]
[(-15229, 3072, -5546), (-118, 496, -23)]
[(-15229, 3072, -5546), (-118, 496, -23)]
[(-15229, 3072, -5546), (-118, 496, -23)]
[(-15229, 3072, -5546), (-118, 496, -23)]
[(-15229, 3072, -5546), (-118, 496, -23)]
[(-15229, 3072, -5546), (-118, 496, -23)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15208, 3085, -5537), (-90, 457, -10)]
[(-15190, 3113, -5557), (-127, 424, 4)]
[(-15190, 3113, -5557), (-127, 424, 4)]
[(-15190, 3113, -5557), (-127, 424, 4)]
[(-15190, 3113, -5557), (-127, 424, 4)]
[(-15176, 3112, -5552), (-118, 398, 24)]
[(-15176, 3112, -5552), (-118, 398, 24)]
[(-15176, 3112, -5552), (-118, 398, 24)]
[(-15176, 3112, -5552), (-118, 398, 24)]
[(-15176, 3112, -5552), (-118, 398, 24)]
[(-15176, 3112, -5552), (-118, 398, 24)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15166, 3124, -5624), (-143, 381, 33)]
[(-15194, 3120, -5624), (-116, 360, 5)]
[(-15194, 3120, -5624), (-116, 360, 5)]
[(-15194, 3120, -5624), (-116, 360, 5)]
[(-15194, 3120, -5624), (-116, 360, 5)]
[(-15194, 3120, -5624), (-116, 360, 5)]
[(-15194, 3125, -5610), (-36, 266, 55)]
[(-15194, 3125, -5610), (-36, 266, 55)]
[(-15194, 3125, -5610), (-36, 266, 55)]
