[(-15256, 2859, -5396), (-61, 345, -24)]
[(-15248, 2866, -5385), (-105, 320, -60)]
[(-15248, 2866, -5385), (-105, 320, -60)]
[(-15248, 2866, -5385), (-105, 320, -60)]
[(-15248, 2866, -5385), (-105, 320, -60)]
[(-15248, 2866, -5385), (-105, 320, -60)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15242, 2876, -5394), (-146, 313, -62)]
[(-15252, 2876, -5381), (-142, 306, -46)]
[(-15252, 2876, -5381), (-142, 306, -46)]
[(-15252, 2876, -5381), (-142, 306, -46)]
[(-15252, 2876, -5381), (-142, 306, -46)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15316, 2856, -5345), (-31, 301, -57)]
[(-15332, 2827, -5360), (-69, 424, -27)]
[(-15332, 2827, -5360), (-69, 424, -27)]
[(-15332, 2827, -5360), (-69, 424, -27)]
[(-15332, 2827, -5360), (-69, 424, -27)]
[(-15332, 2827, -5360), (-69, 424, -27)]
[(-15311, 2839, -5398), (-61, 383, -21)]
[(-15311, 2839, -5398), (-61, 383, -21)]
[(-15311, 2839, -5398), (-61, 383, -21)]
[(-15311, 2839, -5398), (-61, 383, -21)]
[(-15311, 2839, -5398), (-61, 383, -21)]
[(-15311, 2839, -5398), (-61, 383, -21)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15300, 2828, -5400), (-72, 369, -23)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15285, 2854, -5434), (-50, 381, -10)]
[(-15273, 2848, -5441), (-73, 362, -8)]
[(-15273, 2848, -5441), (-73, 362, -8)]
[(-15273, 2848, -5441), (-73, 362, -8)]
[(-15273, 2848, -5441), (-73, 362, -8)]
[(-15273, 2848, -5441), (-73, 362, -8)]
[(-15304, 2852, -5460), (-60, 337, -24)]
[(-15304, 2852, -5460), (-60, 337, -24)]
[(-15304, 2852, -5460), (-60, 337, -24)]
[(-15304, 2852, -5460), (-60, 337, -24)]
[(-15304, 2852, -5460), (-60, 337, -24)]
[(-15304, 2852, -5460), (-60, 337, -24)]
[(-15307, 2847, -5479), (15, 243, 23)]
[(-15307, 2847, -5479), (15, 243, 23)]
[(-15307, 2847, -5479), (15, 243, 23)]
[(-15307, 2847, -5479), (15, 243, 23)]
[(-15307, 2847, -5479), (15, 243, 23)]
[(-15276, 2868, -5421), (-84, 230, 9)]
[(-15276, 2868, -5421), (-84, 230, 9)]
[(-15276, 2868, -5421), (-84, 230, 9)]
[(-15276, 2868, -5421), (-84, 230, 9)]
[(-15276, 2868, -5421), (-84, 230, 9)]
