[(-14540, 1093, -8179), (-137, 302, -11)]
[(-14541, 1094, -8164), (-142, 290, -3)]
[(-14541, 1094, -8164), (-142, 290, -3)]
[(-14541, 1094, -8164), (-142, 290, -3)]
[(-14541, 1094, -8164), (-142, 290, -3)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14559, 1071, -8159), (-121, 285, -15)]
[(-14556, 1088, -8167), (-114, 273, -9)]
[(-14556, 1088, -8167), (-114, 273, -9)]
[(-14556, 1088, -8167), (-114, 273, -9)]
[(-14556, 1088, -8167), (-114, 273, -9)]
[(-14554, 1095, -8122), (-112, 239, -5)]
[(-14554, 1095, -8122), (-112, 239, -5)]
[(-14554, 1095, -8122), (-112, 239, -5)]
[(-14554, 1095, -8122), (-112, 239, -5)]
[(-14554, 1095, -8122), (-112, 239, -5)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14563, 1080, -8142), (-101, 239, 6)]
[(-14576, 1059, -8142), (67, 217, 2)]
[(-14576, 1059, -8142), (67, 217, 2)]
[(-14576, 1059, -8142), (67, 217, 2)]
[(-14576, 1059, -8142), (67, 217, 2)]
[(-14576, 1059, -8142), (67, 217, 2)]
[(-14576, 1059, -8142), (67, 217, 2)]
[(-14576, 1039, -8098), (220, 59, -3)]
[(-14576, 1039, -8098), (220, 59, -3)]
[(-14576, 1039, -8098), (220, 59, -3)]
[(-14576, 1039, -8098), (220, 59, -3)]
[(-14576, 1039, -8098), (220, 59, -3)]
[(-14570, 994, -8074), (27, 145, 11)]
[(-14570, 994, -8074), (27, 145, 11)]
[(-14570, 994, -8074), (27, 145, 11)]
[(-14570, 994, -8074), (27, 145, 11)]
[(-14570, 994, -8074), (27, 145, 11)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14560, 998, -8062), (-403, 417, 3)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14547, 1054, -8068), (-388, 400, -5)]
[(-14562, 1049, -8033), (-270, 313, 2)]
[(-14562, 1049, -8033), (-270, 313, 2)]
[(-14562, 1049, -8033), (-270, 313, 2)]
[(-14545, 1038, -8019), (-199, 298, -1)]
[(-14545, 1038, -8019), (-199, 298, -1)]
[(-14545, 1038, -8019), (-199, 298, -1)]
[(-14545, 1038, -8019), (-199, 298, -1)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14569, 978, -8032), (64, 113, -49)]
[(-14576, 952, -8034), (-87, 159, 1)]
[(-14576, 952, -8034), (-87, 159, 1)]
[(-14576, 952, -8034), (-87, 159, 1)]
[(-14576, 952, -8034), (-87, 159, 1)]
[(-14576, 952, -8034), (-87, 159, 1)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14591, 983, -7996), (-222, 155, 37)]
[(-14556, 1094, -7972), (-291, 168, 124)]
[(-14556, 1094, -7972), (-291, 168, 124)]
[(-14556, 1094, -7972), (-291, 168, 124)]
[(-14556, 1094, -7972), (-291, 168, 124)]
[(-14636, 999, -7908), (-208, 352, -151)]
[(-14636, 999, -7908), (-208, 352, -151)]
[(-14636, 999, -7908), (-208, 352, -151)]
[(-14636, 999, -7908), (-208, 352, -151)]
[(-14636, 999, -7908), (-208, 352, -151)]
[(-14604, 908, -7889), (-42, 454, -300)]
[(-14604, 908, -7889), (-42, 454, -300)]
[(-14604, 908, -7889), (-42, 454, -300)]
[(-14604, 908, -7889), (-42, 454, -300)]
[(-14604, 908, -7889), (-42, 454, -300)]
[(-14604, 908, -7889), (-42, 454, -300)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14573, 857, -7952), (31, 327, -76)]
[(-14556, 1059, -7998), (-200, 304, 279)]
[(-14556, 1059, -7998), (-200, 304, 279)]
[(-14556, 1059, -7998), (-200, 304, 279)]
[(-14556, 1059, -7998), (-200, 304, 279)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14576, 1008, -7924), (-129, 159, 161)]
[(-14532, 1058, -7952), (-85, 289, 31)]
[(-14532, 1058, -7952), (-85, 289, 31)]
[(-14532, 1058, -7952), (-85, 289, 31)]
