[(-14540, 1093, -8179), (-137, 302, -11)]
[(-14532, 1058, -7952), (-85, 289, 31)]
[(-14570, 1056, -7994), (-106, 269, 33)]
[(-14570, 1056, -7994), (-106, 269, 33)]
[(-14570, 1056, -7994), (-106, 269, 33)]
[(-14570, 1056, -7994), (-106, 269, 33)]
[(-14570, 1056, -7994), (-106, 269, 33)]
[(-14528, 1125, -7975), (-102, 252, 50)]
[(-14528, 1125, -7975), (-102, 252, 50)]
[(-14528, 1125, -7975), (-102, 252, 50)]
[(-14528, 1125, -7975), (-102, 252, 50)]
[(-14528, 1125, -7975), (-102, 252, 50)]
[(-14528, 1125, -7975), (-102, 252, 50)]
