[(-14543, 874, -8199), (-114, 285, 24)]
[(-14529, 887, -8204), (-120, 283, 0)]
[(-14529, 887, -8204), (-120, 283, 0)]
[(-14529, 887, -8204), (-120, 283, 0)]
[(-14529, 887, -8204), (-120, 283, 0)]
[(-14545, 870, -8204), (-116, 284, -3)]
[(-14545, 870, -8204), (-116, 284, -3)]
[(-14545, 870, -8204), (-116, 284, -3)]
[(-14545, 870, -8204), (-116, 284, -3)]
[(-14545, 870, -8204), (-116, 284, -3)]
[(-14540, 892, -8222), (-126, 298, 12)]
[(-14540, 892, -8222), (-126, 298, 12)]
[(-14540, 892, -8222), (-126, 298, 12)]
[(-14540, 892, -8222), (-126, 298, 12)]
[(-14540, 892, -8222), (-126, 298, 12)]
[(-14540, 892, -8222), (-126, 298, 12)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14548, 896, -8208), (-45, 236, 23)]
[(-14542, 901, -8196), (-50, 237, 6)]
[(-14542, 901, -8196), (-50, 237, 6)]
[(-14542, 901, -8196), (-50, 237, 6)]
[(-14542, 901, -8196), (-50, 237, 6)]
[(-14542, 901, -8196), (-50, 237, 6)]
[(-14556, 904, -8179), (101, 206, 23)]
[(-14556, 904, -8179), (101, 206, 23)]
[(-14556, 904, -8179), (101, 206, 23)]
[(-14556, 904, -8179), (101, 206, 23)]
[(-14556, 904, -8179), (101, 206, 23)]
[(-14556, 904, -8179), (101, 206, 23)]
[(-14555, 887, -8165), (370, 46, -3)]
[(-14555, 887, -8165), (370, 46, -3)]
[(-14555, 887, -8165), (370, 46, -3)]
[(-14555, 887, -8165), (370, 46, -3)]
[(-14555, 887, -8165), (370, 46, -3)]
[(-14581, 817, -8099), (431, -50, 0)]
[(-14581, 817, -8099), (431, -50, 0)]
[(-14581, 817, -8099), (431, -50, 0)]
[(-14581, 817, -8099), (431, -50, 0)]
[(-14581, 817, -8099), (431, -50, 0)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14609, 787, -8049), (2, 179, 36)]
[(-14605, 813, -8037), (-60, 235, -16)]
[(-14605, 813, -8037), (-60, 235, -16)]
[(-14605, 813, -8037), (-60, 235, -16)]
[(-14605, 813, -8037), (-60, 235, -16)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14600, 802, -8070), (-73, 251, 0)]
[(-14596, 784, -8037), (233, 46, -10)]
[(-14596, 784, -8037), (233, 46, -10)]
[(-14596, 784, -8037), (233, 46, -10)]
[(-14602, 752, -8064), (72, 83, -5)]
[(-14602, 752, -8064), (72, 83, -5)]
[(-14602, 752, -8064), (72, 83, -5)]
[(-14602, 752, -8064), (72, 83, -5)]
[(-14602, 752, -8064), (72, 83, -5)]
[(-14602, 752, -8064), (72, 83, -5)]
[(-14600, 743, -8058), (18, 141, 13)]
[(-14600, 743, -8058), (18, 141, 13)]
[(-14600, 743, -8058), (18, 141, 13)]
[(-14600, 743, -8058), (18, 141, 13)]
[(-14600, 743, -8058), (18, 141, 13)]
[(-14600, 752, -8069), (-77, 172, 21)]
[(-14600, 752, -8069), (-77, 172, 21)]
[(-14600, 752, -8069), (-77, 172, 21)]
[(-14600, 752, -8069), (-77, 172, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 775, -8038), (-113, 195, 21)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14634, 799, -8055), (-180, 218, 12)]
[(-14657, 840, -8032), (-216, 223, 62)]
[(-14657, 840, -8032), (-216, 223, 62)]
[(-14638, 891, -8011), (-225, 276, 82)]
[(-14638, 891, -8011), (-225, 276, 82)]
[(-14638, 891, -8011), (-225, 276, 82)]
[(-14604, 1000, -7995), (-225, 262, 107)]
[(-14604, 1000, -7995), (-225, 262, 107)]
[(-14604, 1000, -7995), (-225, 262, 107)]
