[(-14698, 5094, -4708), (-296, 496, 73)]
[(-14682, 5102, -4738), (-231, 501, 107)]
[(-14682, 5102, -4738), (-231, 501, 107)]
[(-14682, 5102, -4738), (-231, 501, 107)]
[(-14682, 5102, -4738), (-231, 501, 107)]
[(-14660, 5153, -4780), (-197, 482, 100)]
[(-14660, 5153, -4780), (-197, 482, 100)]
[(-14660, 5153, -4780), (-197, 482, 100)]
[(-14660, 5153, -4780), (-197, 482, 100)]
[(-14660, 5153, -4780), (-197, 482, 100)]
[(-14672, 5200, -4808), (-136, 472, 129)]
[(-14672, 5200, -4808), (-136, 472, 129)]
[(-14672, 5200, -4808), (-136, 472, 129)]
[(-14672, 5200, -4808), (-136, 472, 129)]
[(-14672, 5200, -4808), (-136, 472, 129)]
[(-14672, 5200, -4808), (-136, 472, 129)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14620, 5236, -4851), (-261, 351, 141)]
[(-14609, 5290, -4853), (-329, 292, 139)]
[(-14609, 5290, -4853), (-329, 292, 139)]
[(-14609, 5290, -4853), (-329, 292, 139)]
[(-14609, 5290, -4853), (-329, 292, 139)]
[(-14609, 5290, -4853), (-329, 292, 139)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14691, 5374, -4809), (166, 88, 284)]
[(-14739, 5375, -4730), (168, 144, 475)]
[(-14739, 5375, -4730), (168, 144, 475)]
[(-14739, 5375, -4730), (168, 144, 475)]
[(-14739, 5375, -4730), (168, 144, 475)]
[(-14739, 5375, -4730), (168, 144, 475)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14680, 5412, -4742), (184, 278, 398)]
[(-14654, 5485, -4755), (176, 246, 355)]
[(-14654, 5485, -4755), (176, 246, 355)]
[(-14654, 5485, -4755), (176, 246, 355)]
[(-14654, 5485, -4755), (176, 246, 355)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14663, 5499, -4772), (70, 281, 229)]
[(-14649, 5516, -4785), (-197, 250, 166)]
[(-14649, 5516, -4785), (-197, 250, 166)]
[(-14649, 5516, -4785), (-197, 250, 166)]
[(-14588, 5541, -4771), (-108, 356, 106)]
[(-14588, 5541, -4771), (-108, 356, 106)]
[(-14588, 5541, -4771), (-108, 356, 106)]
[(-14588, 5541, -4771), (-108, 356, 106)]
[(-14588, 5541, -4771), (-108, 356, 106)]
[(-14588, 5541, -4771), (-108, 356, 106)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14576, 5539, -4800), (-49, 358, 111)]
[(-14568, 5518, -4834), (-66, 329, 103)]
[(-14568, 5518, -4834), (-66, 329, 103)]
[(-14568, 5518, -4834), (-66, 329, 103)]
[(-14568, 5518, -4834), (-66, 329, 103)]
[(-14568, 5518, -4834), (-66, 329, 103)]
[(-14558, 5548, -4819), (-74, 308, 127)]
[(-14558, 5548, -4819), (-74, 308, 127)]
[(-14558, 5548, -4819), (-74, 308, 127)]
[(-14558, 5548, -4819), (-74, 308, 127)]
[(-14558, 5548, -4819), (-74, 308, 127)]
[(-14558, 5548, -4819), (-74, 308, 127)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14552, 5557, -4792), (-161, 363, 63)]
[(-14580, 5551, -4788), (-150, 361, 28)]
[(-14580, 5551, -4788), (-150, 361, 28)]
[(-14580, 5551, -4788), (-150, 361, 28)]
[(-14580, 5551, -4788), (-150, 361, 28)]
[(-14580, 5551, -4788), (-150, 361, 28)]
[(-14567, 5538, -4786), (-122, 318, 46)]
[(-14567, 5538, -4786), (-122, 318, 46)]
[(-14567, 5538, -4786), (-122, 318, 46)]
[(-14567, 5538, -4786), (-122, 318, 46)]
[(-14567, 5538, -4786), (-122, 318, 46)]
[(-14567, 5538, -4786), (-122, 318, 46)]
[(-14607, 5512, -4792), (-139, 326, 21)]
[(-14607, 5512, -4792), (-139, 326, 21)]
[(-14607, 5512, -4792), (-139, 326, 21)]
[(-14607, 5512, -4792), (-139, 326, 21)]
[(-14607, 5512, -4792), (-139, 326, 21)]
[(-14609, 5552, -4784), (-125, 320, 41)]
[(-14609, 5552, -4784), (-125, 320, 41)]
[(-14609, 5552, -4784), (-125, 320, 41)]
[(-14609, 5552, -4784), (-125, 320, 41)]
