[(-14720, 1262, -7712), (-109, 370, -33)]
[(-14724, 1253, -7788), (-144, 277, -69)]
[(-14724, 1253, -7788), (-144, 277, -69)]
[(-14724, 1253, -7788), (-144, 277, -69)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14712, 1328, -7785), (-89, 310, 342)]
[(-14649, 1370, -7797), (-150, 433, 202)]
[(-14649, 1370, -7797), (-150, 433, 202)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14689, 1375, -7790), (-111, 319, -9)]
[(-14780, 1428, -7785), (-168, 223, -31)]
[(-14780, 1428, -7785), (-168, 223, -31)]
[(-14780, 1428, -7785), (-168, 223, -31)]
