[(-14706, 1028, -7792), (-74, 378, -6)]
[(-14683, 1031, -7776), (-81, 328, -4)]
[(-14683, 1031, -7776), (-81, 328, -4)]
[(-14683, 1031, -7776), (-81, 328, -4)]
[(-14683, 1031, -7776), (-81, 328, -4)]
[(-14683, 1031, -7776), (-81, 328, -4)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14663, 1027, -7784), (-90, 319, -7)]
[(-14680, 1034, -7790), (-93, 322, -12)]
[(-14680, 1034, -7790), (-93, 322, -12)]
[(-14680, 1034, -7790), (-93, 322, -12)]
[(-14680, 1034, -7790), (-93, 322, -12)]
[(-14680, 1034, -7790), (-93, 322, -12)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14679, 1030, -7773), (-96, 342, -15)]
[(-14696, 1043, -7737), (-97, 354, -17)]
[(-14696, 1043, -7737), (-97, 354, -17)]
[(-14696, 1043, -7737), (-97, 354, -17)]
[(-14696, 1043, -7737), (-97, 354, -17)]
[(-14696, 1043, -7737), (-97, 354, -17)]
[(-14696, 1043, -7737), (-97, 354, -17)]
[(-14687, 1038, -7700), (-70, 369, -25)]
[(-14687, 1038, -7700), (-70, 369, -25)]
[(-14687, 1038, -7700), (-70, 369, -25)]
[(-14687, 1038, -7700), (-70, 369, -25)]
[(-14687, 1038, -7700), (-70, 369, -25)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14712, 1055, -7632), (0, 463, -72)]
[(-14710, 1018, -7652), (38, 455, -127)]
[(-14710, 1018, -7652), (38, 455, -127)]
[(-14710, 1018, -7652), (38, 455, -127)]
[(-14710, 1018, -7652), (38, 455, -127)]
[(-14710, 1018, -7652), (38, 455, -127)]
[(-14710, 1018, -7652), (38, 455, -127)]
[(-14698, 1006, -7708), (57, 442, -185)]
[(-14698, 1006, -7708), (57, 442, -185)]
[(-14698, 1006, -7708), (57, 442, -185)]
[(-14698, 1006, -7708), (57, 442, -185)]
[(-14698, 1006, -7708), (57, 442, -185)]
[(-14712, 960, -7729), (114, 389, -252)]
[(-14712, 960, -7729), (114, 389, -252)]
[(-14712, 960, -7729), (114, 389, -252)]
[(-14712, 960, -7729), (114, 389, -252)]
[(-14712, 960, -7729), (114, 389, -252)]
[(-14712, 960, -7729), (114, 389, -252)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14736, 878, -7741), (194, 354, -357)]
[(-14780, 734, -7784), (194, 335, -366)]
[(-14780, 734, -7784), (194, 335, -366)]
[(-14780, 734, -7784), (194, 335, -366)]
[(-14780, 734, -7784), (194, 335, -366)]
[(-14780, 734, -7784), (194, 335, -366)]
[(-14800, 639, -7828), (60, 336, -168)]
[(-14800, 639, -7828), (60, 336, -168)]
[(-14800, 639, -7828), (60, 336, -168)]
[(-14800, 639, -7828), (60, 336, -168)]
[(-14800, 639, -7828), (60, 336, -168)]
[(-14800, 639, -7828), (60, 336, -168)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14821, 587, -7817), (-178, 379, 149)]
[(-14778, 702, -7854), (-419, 419, 284)]
[(-14778, 702, -7854), (-419, 419, 284)]
[(-14778, 702, -7854), (-419, 419, 284)]
[(-14778, 702, -7854), (-419, 419, 284)]
[(-14778, 702, -7854), (-419, 419, 284)]
[(-14701, 920, -7810), (-424, 362, 401)]
[(-14701, 920, -7810), (-424, 362, 401)]
[(-14701, 920, -7810), (-424, 362, 401)]
[(-14701, 920, -7810), (-424, 362, 401)]
[(-14701, 920, -7810), (-424, 362, 401)]
[(-14701, 920, -7810), (-424, 362, 401)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14715, 1008, -7780), (-408, 366, 287)]
[(-14660, 1111, -7788), (-250, 257, 263)]
[(-14660, 1111, -7788), (-250, 257, 263)]
[(-14660, 1111, -7788), (-250, 257, 263)]
[(-14660, 1111, -7788), (-250, 257, 263)]
[(-14660, 1111, -7788), (-250, 257, 263)]
[(-14654, 1122, -7796), (-190, 256, 162)]
[(-14654, 1122, -7796), (-190, 256, 162)]
[(-14654, 1122, -7796), (-190, 256, 162)]
[(-14654, 1122, -7796), (-190, 256, 162)]
[(-14654, 1122, -7796), (-190, 256, 162)]
[(-14654, 1122, -7796), (-190, 256, 162)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
[(-14681, 1125, -7797), (-136, 278, 108)]
