[(-14579, 1115, -8110), (-59, 307, -8)]
[(-14559, 1114, -8105), (-79, 306, -12)]
[(-14559, 1114, -8105), (-79, 306, -12)]
[(-14559, 1114, -8105), (-79, 306, -12)]
[(-14568, 1126, -8096), (-85, 314, -7)]
[(-14568, 1126, -8096), (-85, 314, -7)]
[(-14568, 1126, -8096), (-85, 314, -7)]
[(-14568, 1126, -8096), (-85, 314, -7)]
[(-14568, 1126, -8096), (-85, 314, -7)]
[(-14568, 1126, -8096), (-85, 314, -7)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14578, 1142, -8085), (-67, 346, -5)]
[(-14549, 1132, -8097), (-65, 374, -13)]
[(-14549, 1132, -8097), (-65, 374, -13)]
[(-14549, 1132, -8097), (-65, 374, -13)]
[(-14549, 1132, -8097), (-65, 374, -13)]
[(-14557, 1145, -8108), (-84, 372, -19)]
[(-14557, 1145, -8108), (-84, 372, -19)]
[(-14557, 1145, -8108), (-84, 372, -19)]
[(-14557, 1145, -8108), (-84, 372, -19)]
[(-14557, 1145, -8108), (-84, 372, -19)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14547, 1161, -8093), (184, 357, -10)]
[(-14516, 1192, -8112), (-400, 575, -70)]
[(-14516, 1192, -8112), (-400, 575, -70)]
[(-14516, 1192, -8112), (-400, 575, -70)]
[(-14516, 1192, -8112), (-400, 575, -70)]
[(-14516, 1192, -8112), (-400, 575, -70)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14498, 1167, -8173), (-384, 502, -10)]
[(-14518, 1098, -8228), (-231, 396, -11)]
[(-14518, 1098, -8228), (-231, 396, -11)]
[(-14518, 1098, -8228), (-231, 396, -11)]
[(-14518, 1098, -8228), (-231, 396, -11)]
[(-14489, 1115, -8247), (-267, 337, -11)]
[(-14489, 1115, -8247), (-267, 337, -11)]
