[(-14549, 1120, -8087), (-101, 303, -4)]
[(-14555, 1116, -8085), (-111, 316, -4)]
[(-14555, 1116, -8085), (-111, 316, -4)]
[(-14555, 1116, -8085), (-111, 316, -4)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14550, 1119, -8073), (-132, 312, 1)]
[(-14576, 1108, -8085), (-57, 321, -30)]
[(-14576, 1108, -8085), (-57, 321, -30)]
[(-14576, 1108, -8085), (-57, 321, -30)]
[(-14564, 1136, -8065), (-75, 321, -28)]
[(-14564, 1136, -8065), (-75, 321, -28)]
[(-14564, 1136, -8065), (-75, 321, -28)]
[(-14564, 1136, -8065), (-75, 321, -28)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14562, 1120, -8056), (-90, 342, -34)]
[(-14566, 1117, -8029), (36, 345, -16)]
[(-14566, 1117, -8029), (36, 345, -16)]
[(-14566, 1117, -8029), (36, 345, -16)]
[(-14531, 1094, -8082), (-165, 410, -39)]
[(-14531, 1094, -8082), (-165, 410, -39)]
[(-14531, 1094, -8082), (-165, 410, -39)]
[(-14531, 1094, -8082), (-165, 410, -39)]
[(-14531, 1094, -8082), (-165, 410, -39)]
[(-14531, 1094, -8082), (-165, 410, -39)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14534, 1080, -8093), (-294, 427, -50)]
[(-14522, 1104, -8112), (-422, 498, -69)]
[(-14522, 1104, -8112), (-422, 498, -69)]
[(-14522, 1104, -8112), (-422, 498, -69)]
[(-14482, 1112, -8145), (-467, 466, -57)]
[(-14482, 1112, -8145), (-467, 466, -57)]
[(-14482, 1112, -8145), (-467, 466, -57)]
[(-14482, 1112, -8145), (-467, 466, -57)]
[(-14482, 1112, -8145), (-467, 466, -57)]
[(-14482, 1112, -8145), (-467, 466, -57)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14520, 1139, -8139), (-397, 440, -61)]
[(-14530, 1096, -8138), (-59, 241, -59)]
[(-14530, 1096, -8138), (-59, 241, -59)]
[(-14530, 1096, -8138), (-59, 241, -59)]
[(-14530, 1096, -8138), (-59, 241, -59)]
[(-14530, 1096, -8138), (-59, 241, -59)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14512, 1069, -8140), (87, 208, -21)]
[(-14523, 1078, -8164), (-35, 275, 12)]
[(-14523, 1078, -8164), (-35, 275, 12)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14508, 1088, -8152), (-64, 258, 14)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14506, 1094, -8146), (-79, 277, 3)]
[(-14541, 1069, -8132), (-163, 227, -6)]
[(-14541, 1069, -8132), (-163, 227, -6)]
[(-14541, 1069, -8132), (-163, 227, -6)]
[(-14541, 1069, -8132), (-163, 227, -6)]
[(-14541, 1069, -8132), (-163, 227, -6)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14545, 1084, -8091), (-94, 229, 95)]
[(-14546, 1123, -8103), (-129, 328, -3)]
[(-14546, 1123, -8103), (-129, 328, -3)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14542, 1089, -8124), (-95, 295, -11)]
[(-14559, 1082, -8112), (-96, 323, -59)]
[(-14559, 1082, -8112), (-96, 323, -59)]
[(-14559, 1082, -8112), (-96, 323, -59)]
[(-14559, 1087, -8136), (-52, 305, 27)]
[(-14559, 1087, -8136), (-52, 305, 27)]
[(-14559, 1087, -8136), (-52, 305, 27)]
[(-14559, 1087, -8136), (-52, 305, 27)]
[(-14559, 1087, -8136), (-52, 305, 27)]
