[(-5134, 14519, -6279), (-58, 182, 18)]
[(-5096, 14672, -6342), (0, 83, 43)]
[(-5096, 14672, -6342), (0, 83, 43)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5038, 14730, -6399), (-27, 81, 31)]
[(-5020, 14656, -6450), (-11, 103, 8)]
[(-5020, 14656, -6450), (-11, 103, 8)]
[(-5020, 14656, -6450), (-11, 103, 8)]
[(-5020, 14656, -6450), (-11, 103, 8)]
[(-5020, 14656, -6450), (-11, 103, 8)]
[(-5020, 14656, -6450), (-11, 103, 8)]
[(-5042, 14668, -6488), (-7, 96, 5)]
[(-5042, 14668, -6488), (-7, 96, 5)]
[(-5042, 14668, -6488), (-7, 96, 5)]
[(-5042, 14668, -6488), (-7, 96, 5)]
[(-5042, 14668, -6488), (-7, 96, 5)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-4988, 14636, -6572), (-1, 74, -4)]
[(-5008, 14568, -6620), (33, 81, 0)]
[(-5008, 14568, -6620), (33, 81, 0)]
[(-5008, 14568, -6620), (33, 81, 0)]
[(-5008, 14568, -6620), (33, 81, 0)]
[(-5008, 14568, -6620), (33, 81, 0)]
[(-5008, 14568, -6620), (33, 81, 0)]
[(-5000, 14554, -6668), (36, 78, -8)]
[(-5000, 14554, -6668), (36, 78, -8)]
[(-5000, 14554, -6668), (36, 78, -8)]
[(-5000, 14554, -6668), (36, 78, -8)]
[(-5000, 14554, -6668), (36, 78, -8)]
[(-5031, 14488, -6727), (20, 65, -3)]
[(-5031, 14488, -6727), (20, 65, -3)]
[(-5031, 14488, -6727), (20, 65, -3)]
[(-5031, 14488, -6727), (20, 65, -3)]
[(-5031, 14488, -6727), (20, 65, -3)]
[(-5031, 14488, -6727), (20, 65, -3)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5046, 14521, -6735), (-36, 30, -18)]
[(-5122, 14469, -6622), (-38, 8, -9)]
[(-5122, 14469, -6622), (-38, 8, -9)]
[(-5122, 14469, -6622), (-38, 8, -9)]
[(-5122, 14469, -6622), (-38, 8, -9)]
[(-5122, 14469, -6622), (-38, 8, -9)]
[(-5179, 14471, -6568), (-29, 9, -8)]
[(-5179, 14471, -6568), (-29, 9, -8)]
[(-5179, 14471, -6568), (-29, 9, -8)]
[(-5179, 14471, -6568), (-29, 9, -8)]
[(-5179, 14471, -6568), (-29, 9, -8)]
[(-5179, 14471, -6568), (-29, 9, -8)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5244, 14464, -6564), (-14, 12, -21)]
[(-5350, 14488, -6623), (32, -53, -67)]
[(-5350, 14488, -6623), (32, -53, -67)]
[(-5350, 14488, -6623), (32, -53, -67)]
[(-5350, 14488, -6623), (32, -53, -67)]
[(-5350, 14488, -6623), (32, -53, -67)]
[(-5430, 14428, -6656), (77, -91, -38)]
[(-5430, 14428, -6656), (77, -91, -38)]
[(-5430, 14428, -6656), (77, -91, -38)]
[(-5430, 14428, -6656), (77, -91, -38)]
[(-5430, 14428, -6656), (77, -91, -38)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5612, 14397, -6708), (67, -70, -53)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5755, 14272, -6665), (102, -148, -63)]
[(-5939, 14275, -6686), (74, -201, -21)]
[(-5939, 14275, -6686), (74, -201, -21)]
[(-5939, 14275, -6686), (74, -201, -21)]
[(-5939, 14275, -6686), (74, -201, -21)]
[(-6092, 14240, -6566), (-1, -213, -27)]
[(-6092, 14240, -6566), (-1, -213, -27)]
