[(-14661, 1577, -7772), (-446, 333, -304)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14672, 1547, -7795), (-381, 331, -234)]
[(-14683, 1512, -7796), (-361, 315, -189)]
[(-14683, 1512, -7796), (-361, 315, -189)]
[(-14688, 1494, -7784), (-313, 317, -123)]
[(-14688, 1494, -7784), (-313, 317, -123)]
[(-14688, 1494, -7784), (-313, 317, -123)]
[(-14688, 1494, -7784), (-313, 317, -123)]
[(-14688, 1494, -7784), (-313, 317, -123)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14694, 1496, -7794), (-215, 313, -100)]
[(-14692, 1507, -7771), (-196, 294, -93)]
[(-14692, 1507, -7771), (-196, 294, -93)]
[(-14692, 1507, -7771), (-196, 294, -93)]
[(-14692, 1507, -7771), (-196, 294, -93)]
[(-14692, 1507, -7771), (-196, 294, -93)]
[(-14684, 1482, -7772), (-197, 302, -103)]
[(-14684, 1482, -7772), (-197, 302, -103)]
[(-14684, 1482, -7772), (-197, 302, -103)]
[(-14684, 1482, -7772), (-197, 302, -103)]
[(-14684, 1482, -7772), (-197, 302, -103)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14714, 1479, -7719), (-189, 278, -59)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14710, 1500, -7672), (-362, 340, -87)]
[(-14720, 1470, -7710), (-131, 266, -48)]
[(-14743, 1453, -7713), (-213, 310, -33)]
[(-14743, 1453, -7713), (-213, 310, -33)]
[(-14743, 1453, -7713), (-213, 310, -33)]
[(-14743, 1453, -7713), (-213, 310, -33)]
