[(-14762, 1381, -7657), (-120, 357, -5)]
[(-14764, 1400, -7646), (-142, 324, -2)]
[(-14764, 1400, -7646), (-142, 324, -2)]
[(-14764, 1400, -7646), (-142, 324, -2)]
[(-14764, 1400, -7646), (-142, 324, -2)]
[(-14764, 1400, -7646), (-142, 324, -2)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14754, 1396, -7604), (-134, 321, -3)]
[(-14752, 1403, -7636), (-133, 317, 8)]
[(-14752, 1403, -7636), (-133, 317, 8)]
[(-14752, 1403, -7636), (-133, 317, 8)]
[(-14752, 1403, -7636), (-133, 317, 8)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14738, 1409, -7628), (6, 245, 32)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14713, 1399, -7600), (17, 260, 12)]
[(-14752, 1391, -7650), (-53, 301, 26)]
[(-14752, 1391, -7650), (-53, 301, 26)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14743, 1452, -7644), (-91, 322, 12)]
[(-14740, 1456, -7637), (-104, 319, -7)]
[(-14740, 1456, -7637), (-104, 319, -7)]
[(-14740, 1456, -7637), (-104, 319, -7)]
[(-14740, 1456, -7637), (-104, 319, -7)]
[(-14740, 1456, -7637), (-104, 319, -7)]
[(-14743, 1437, -7613), (-96, 322, -20)]
[(-14743, 1437, -7613), (-96, 322, -20)]
[(-14743, 1437, -7613), (-96, 322, -20)]
[(-14743, 1437, -7613), (-96, 322, -20)]
[(-14743, 1437, -7613), (-96, 322, -20)]
[(-14743, 1437, -7613), (-96, 322, -20)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14728, 1416, -7592), (-30, 257, -12)]
[(-14749, 1412, -7575), (-31, 249, -2)]
[(-14749, 1412, -7575), (-31, 249, -2)]
[(-14749, 1412, -7575), (-31, 249, -2)]
[(-14749, 1412, -7575), (-31, 249, -2)]
[(-14749, 1412, -7575), (-31, 249, -2)]
[(-14752, 1411, -7555), (-35, 267, 18)]
[(-14752, 1411, -7555), (-35, 267, 18)]
[(-14752, 1411, -7555), (-35, 267, 18)]
[(-14752, 1411, -7555), (-35, 267, 18)]
[(-14752, 1411, -7555), (-35, 267, 18)]
[(-14752, 1411, -7555), (-35, 267, 18)]
[(-14760, 1413, -7592), (26, 262, -1)]
[(-14760, 1413, -7592), (26, 262, -1)]
[(-14760, 1413, -7592), (26, 262, -1)]
[(-14760, 1413, -7592), (26, 262, -1)]
[(-14760, 1413, -7592), (26, 262, -1)]
