[(-14854, 302, -7581), (-104, 327, 4)]
[(-14840, 309, -7559), (-101, 336, 4)]
[(-14840, 309, -7559), (-101, 336, 4)]
[(-14840, 309, -7559), (-101, 336, 4)]
[(-14840, 309, -7559), (-101, 336, 4)]
[(-14840, 309, -7559), (-101, 336, 4)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14813, 308, -7581), (-90, 351, -6)]
[(-14804, 297, -7588), (-94, 351, -17)]
[(-14804, 297, -7588), (-94, 351, -17)]
[(-14804, 297, -7588), (-94, 351, -17)]
[(-14804, 297, -7588), (-94, 351, -17)]
[(-14804, 297, -7588), (-94, 351, -17)]
[(-14812, 281, -7528), (345, 176, 33)]
[(-14812, 281, -7528), (345, 176, 33)]
[(-14812, 281, -7528), (345, 176, 33)]
[(-14812, 281, -7528), (345, 176, 33)]
[(-14812, 281, -7528), (345, 176, 33)]
[(-14812, 281, -7528), (345, 176, 33)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14817, 220, -7519), (339, -9, 2)]
[(-14935, 115, -7450), (309, -399, 179)]
[(-14935, 115, -7450), (309, -399, 179)]
[(-14935, 115, -7450), (309, -399, 179)]
[(-14935, 115, -7450), (309, -399, 179)]
[(-14935, 115, -7450), (309, -399, 179)]
[(-14936, 103, -7473), (109, -226, 94)]
[(-14936, 103, -7473), (109, -226, 94)]
[(-14936, 103, -7473), (109, -226, 94)]
[(-14936, 103, -7473), (109, -226, 94)]
[(-14936, 103, -7473), (109, -226, 94)]
[(-14936, 103, -7473), (109, -226, 94)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14926, 104, -7455), (53, -124, 72)]
[(-14910, 82, -7444), (13, -61, 35)]
[(-14910, 82, -7444), (13, -61, 35)]
[(-14910, 82, -7444), (13, -61, 35)]
[(-14910, 82, -7444), (13, -61, 35)]
[(-14910, 82, -7444), (13, -61, 35)]
[(-14911, 94, -7452), (-22, 12, -22)]
[(-14911, 94, -7452), (-22, 12, -22)]
[(-14911, 94, -7452), (-22, 12, -22)]
[(-14911, 94, -7452), (-22, 12, -22)]
[(-14911, 94, -7452), (-22, 12, -22)]
[(-14911, 94, -7452), (-22, 12, -22)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14914, 12, -7421), (-2, 52, -53)]
[(-14923, 9, -7445), (-31, 166, -43)]
[(-14923, 9, -7445), (-31, 166, -43)]
[(-14923, 9, -7445), (-31, 166, -43)]
[(-14923, 9, -7445), (-31, 166, -43)]
[(-14923, 9, -7445), (-31, 166, -43)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14884, -10, -7451), (-78, 151, 3)]
[(-14881, -28, -7440), (-101, 238, 146)]
[(-14881, -28, -7440), (-101, 238, 146)]
[(-14881, -28, -7440), (-101, 238, 146)]
[(-14881, -28, -7440), (-101, 238, 146)]
[(-14881, -28, -7440), (-101, 238, 146)]
[(-14868, 42, -7483), (-163, 307, 206)]
[(-14868, 42, -7483), (-163, 307, 206)]
[(-14868, 42, -7483), (-163, 307, 206)]
