[(-14732, 964, -7753), (-103, 321, -19)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14755, 1000, -7717), (-109, 340, -8)]
[(-14745, 996, -7694), (-106, 353, 1)]
[(-14745, 996, -7694), (-106, 353, 1)]
[(-14745, 996, -7694), (-106, 353, 1)]
[(-14720, 988, -7686), (-91, 360, -6)]
[(-14720, 988, -7686), (-91, 360, -6)]
[(-14720, 988, -7686), (-91, 360, -6)]
[(-14720, 988, -7686), (-91, 360, -6)]
[(-14720, 988, -7686), (-91, 360, -6)]
[(-14720, 988, -7686), (-91, 360, -6)]
[(-14731, 988, -7703), (-95, 354, -4)]
[(-14731, 988, -7703), (-95, 354, -4)]
[(-14731, 988, -7703), (-95, 354, -4)]
[(-14731, 988, -7703), (-95, 354, -4)]
[(-14731, 988, -7703), (-95, 354, -4)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14724, 984, -7718), (-14, 320, -33)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14892, 905, -7782), (76, 131, 46)]
[(-14888, 892, -7768), (-35, 187, 3)]
[(-14888, 892, -7768), (-35, 187, 3)]
[(-14888, 892, -7768), (-35, 187, 3)]
[(-14888, 892, -7768), (-35, 187, 3)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14860, 893, -7742), (-54, 231, -1)]
[(-14855, 875, -7722), (-38, 258, -17)]
[(-14855, 875, -7722), (-38, 258, -17)]
[(-14855, 875, -7722), (-38, 258, -17)]
[(-14855, 875, -7722), (-38, 258, -17)]
[(-14855, 875, -7722), (-38, 258, -17)]
[(-14855, 875, -7722), (-38, 258, -17)]
[(-14848, 840, -7755), (-45, 282, -7)]
[(-14848, 840, -7755), (-45, 282, -7)]
[(-14848, 840, -7755), (-45, 282, -7)]
[(-14848, 840, -7755), (-45, 282, -7)]
[(-14848, 840, -7755), (-45, 282, -7)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14820, 903, -7748), (-89, 314, -6)]
[(-14824, 904, -7783), (-25, 328, 33)]
[(-14824, 904, -7783), (-25, 328, 33)]
[(-14824, 904, -7783), (-25, 328, 33)]
[(-14824, 904, -7783), (-25, 328, 33)]
[(-14824, 904, -7783), (-25, 328, 33)]
[(-14824, 904, -7783), (-25, 328, 33)]
[(-14839, 888, -7724), (-120, 345, 7)]
[(-14839, 888, -7724), (-120, 345, 7)]
[(-14839, 888, -7724), (-120, 345, 7)]
[(-14839, 888, -7724), (-120, 345, 7)]
[(-14839, 888, -7724), (-120, 345, 7)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14830, 880, -7747), (-121, 312, 36)]
[(-14837, 856, -7758), (-201, 294, 28)]
[(-14837, 856, -7758), (-201, 294, 28)]
[(-14837, 856, -7758), (-201, 294, 28)]
[(-14837, 856, -7758), (-201, 294, 28)]
[(-14837, 856, -7758), (-201, 294, 28)]
[(-14837, 856, -7758), (-201, 294, 28)]
[(-14792, 861, -7729), (-176, 304, 50)]
[(-14792, 861, -7729), (-176, 304, 50)]
[(-14792, 861, -7729), (-176, 304, 50)]
[(-14792, 861, -7729), (-176, 304, 50)]
[(-14792, 861, -7729), (-176, 304, 50)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14788, 893, -7692), (-209, 339, 74)]
[(-14756, 904, -7708), (-168, 344, 66)]
