[(-13306, 6852, -6684), (-310, 292, 85)]
[(-13306, 6852, -6684), (-310, 292, 85)]
[(-13306, 6852, -6684), (-310, 292, 85)]
[(-13306, 6852, -6684), (-310, 292, 85)]
[(-13306, 6852, -6684), (-310, 292, 85)]
[(-13294, 6892, -6682), (-265, 306, 73)]
[(-13294, 6892, -6682), (-265, 306, 73)]
[(-13294, 6892, -6682), (-265, 306, 73)]
[(-13294, 6892, -6682), (-265, 306, 73)]
[(-13308, 6924, -6717), (-243, 339, -74)]
[(-13308, 6924, -6717), (-243, 339, -74)]
[(-13308, 6924, -6717), (-243, 339, -74)]
[(-13308, 6924, -6717), (-243, 339, -74)]
[(-13308, 6924, -6717), (-243, 339, -74)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13308, 6923, -6699), (-227, 299, -80)]
[(-13342, 6969, -6679), (-496, 247, -81)]
[(-13342, 6969, -6679), (-496, 247, -81)]
[(-13342, 6969, -6679), (-496, 247, -81)]
[(-13342, 6969, -6679), (-496, 247, -81)]
[(-13342, 6969, -6679), (-496, 247, -81)]
[(-13342, 6969, -6679), (-496, 247, -81)]
[(-13287, 7024, -6620), (-483, 281, -76)]
[(-13287, 7024, -6620), (-483, 281, -76)]
[(-13287, 7024, -6620), (-483, 281, -76)]
[(-13287, 7024, -6620), (-483, 281, -76)]
[(-13287, 7024, -6620), (-483, 281, -76)]
[(-13349, 7004, -6561), (-420, 278, -120)]
[(-13349, 7004, -6561), (-420, 278, -120)]
[(-13349, 7004, -6561), (-420, 278, -120)]
[(-13349, 7004, -6561), (-420, 278, -120)]
[(-13349, 7004, -6561), (-420, 278, -120)]
[(-13349, 7004, -6561), (-420, 278, -120)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-13344, 6984, -6525), (-351, 318, -190)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-12931, 7276, -6432), (329, 205, -404)]
[(-13016, 7136, -6517), (313, 191, -368)]
[(-13016, 7136, -6517), (313, 191, -368)]
[(-13016, 7136, -6517), (313, 191, -368)]
[(-13016, 7136, -6517), (313, 191, -368)]
[(-13016, 7136, -6517), (313, 191, -368)]
[(-13124, 7055, -6504), (182, 228, -218)]
[(-13124, 7055, -6504), (182, 228, -218)]
[(-13124, 7055, -6504), (182, 228, -218)]
[(-13124, 7055, -6504), (182, 228, -218)]
[(-13124, 7055, -6504), (182, 228, -218)]
[(-13124, 7055, -6504), (182, 228, -218)]
[(-13147, 7044, -6492), (66, 215, -179)]
[(-13147, 7044, -6492), (66, 215, -179)]
[(-13147, 7044, -6492), (66, 215, -179)]
[(-13147, 7044, -6492), (66, 215, -179)]
[(-13147, 7044, -6492), (66, 215, -179)]
[(-13196, 6978, -6526), (70, 216, -165)]
[(-13196, 6978, -6526), (70, 216, -165)]
[(-13196, 6978, -6526), (70, 216, -165)]
[(-13196, 6978, -6526), (70, 216, -165)]
[(-13196, 6978, -6526), (70, 216, -165)]
[(-13196, 6978, -6526), (70, 216, -165)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13219, 6927, -6555), (130, 234, -138)]
[(-13244, 6903, -6583), (115, 257, -97)]
[(-13244, 6903, -6583), (115, 257, -97)]
[(-13244, 6903, -6583), (115, 257, -97)]
[(-13244, 6903, -6583), (115, 257, -97)]
[(-13244, 6903, -6583), (115, 257, -97)]
[(-13283, 6891, -6626), (99, 286, -54)]
[(-13283, 6891, -6626), (99, 286, -54)]
[(-13283, 6891, -6626), (99, 286, -54)]
[(-13283, 6891, -6626), (99, 286, -54)]
[(-13283, 6891, -6626), (99, 286, -54)]
[(-13283, 6891, -6626), (99, 286, -54)]
[(-13310, 6868, -6631), (-17, 227, -113)]
[(-13310, 6868, -6631), (-17, 227, -113)]
[(-13310, 6868, -6631), (-17, 227, -113)]
[(-13310, 6868, -6631), (-17, 227, -113)]
[(-13310, 6868, -6631), (-17, 227, -113)]
