[(-14648, 1236, -7895), (-90, 358, -50)]
[(-14667, 1235, -7891), (-88, 357, -37)]
[(-14667, 1235, -7891), (-88, 357, -37)]
[(-14667, 1235, -7891), (-88, 357, -37)]
[(-14667, 1235, -7891), (-88, 357, -37)]
[(-14667, 1235, -7891), (-88, 357, -37)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14670, 1223, -7886), (-61, 315, -5)]
[(-14684, 1244, -7920), (-76, 305, -4)]
[(-14684, 1244, -7920), (-76, 305, -4)]
[(-14684, 1244, -7920), (-76, 305, -4)]
[(-14688, 1240, -7946), (-69, 292, -16)]
[(-14688, 1240, -7946), (-69, 292, -16)]
[(-14688, 1240, -7946), (-69, 292, -16)]
[(-14688, 1240, -7946), (-69, 292, -16)]
[(-14688, 1240, -7946), (-69, 292, -16)]
[(-14688, 1240, -7946), (-69, 292, -16)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1223, -7897), (208, 120, -18)]
[(-14694, 1192, -7863), (243, -27, -33)]
[(-14694, 1192, -7863), (243, -27, -33)]
[(-14694, 1192, -7863), (243, -27, -33)]
[(-14694, 1192, -7863), (243, -27, -33)]
[(-14694, 1192, -7863), (243, -27, -33)]
[(-14712, 1228, -7833), (376, 448, 164)]
[(-14712, 1228, -7833), (376, 448, 164)]
[(-14712, 1228, -7833), (376, 448, 164)]
[(-14712, 1228, -7833), (376, 448, 164)]
[(-14712, 1228, -7833), (376, 448, 164)]
[(-14712, 1228, -7833), (376, 448, 164)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14737, 1270, -7820), (410, 452, 246)]
[(-14728, 1260, -7797), (212, 410, 323)]
[(-14728, 1260, -7797), (212, 410, 323)]
[(-14728, 1260, -7797), (212, 410, 323)]
[(-14728, 1260, -7797), (212, 410, 323)]
[(-14728, 1260, -7797), (212, 410, 323)]
[(-14761, 1314, -7725), (-140, 318, 438)]
[(-14761, 1314, -7725), (-140, 318, 438)]
[(-14761, 1314, -7725), (-140, 318, 438)]
[(-14761, 1314, -7725), (-140, 318, 438)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14746, 1452, -7674), (-418, 274, 458)]
[(-14727, 1592, -7608), (-564, 383, 367)]
[(-14727, 1592, -7608), (-564, 383, 367)]
[(-14727, 1592, -7608), (-564, 383, 367)]
[(-14727, 1592, -7608), (-564, 383, 367)]
[(-14727, 1592, -7608), (-564, 383, 367)]
[(-14660, 1751, -7605), (-369, 476, 158)]
[(-14660, 1751, -7605), (-369, 476, 158)]
[(-14660, 1751, -7605), (-369, 476, 158)]
[(-14660, 1751, -7605), (-369, 476, 158)]
[(-14660, 1751, -7605), (-369, 476, 158)]
[(-14660, 1751, -7605), (-369, 476, 158)]
[(-14709, 1757, -7620), (-156, 456, -26)]
[(-14709, 1757, -7620), (-156, 456, -26)]
[(-14709, 1757, -7620), (-156, 456, -26)]
[(-14709, 1757, -7620), (-156, 456, -26)]
[(-14709, 1757, -7620), (-156, 456, -26)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14725, 1718, -7627), (-55, 493, -175)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14755, 1616, -7615), (-56, 495, -259)]
[(-14761, 1524, -7608), (-110, 454, -220)]
[(-14761, 1524, -7608), (-110, 454, -220)]
[(-14761, 1524, -7608), (-110, 454, -220)]
[(-14761, 1524, -7608), (-110, 454, -220)]
[(-14744, 1504, -7592), (-139, 437, -154)]
[(-14744, 1504, -7592), (-139, 437, -154)]
[(-14744, 1504, -7592), (-139, 437, -154)]
[(-14744, 1504, -7592), (-139, 437, -154)]
[(-14744, 1504, -7592), (-139, 437, -154)]
[(-14744, 1504, -7592), (-139, 437, -154)]
