[(-14884, 374, -7423), (-109, 340, -41)]
[(-14891, 374, -7406), (-127, 315, -44)]
[(-14891, 374, -7406), (-127, 315, -44)]
[(-14891, 374, -7406), (-127, 315, -44)]
[(-14891, 374, -7406), (-127, 315, -44)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14904, 383, -7409), (-108, 262, -42)]
[(-14911, 388, -7377), (-91, 300, -27)]
[(-14911, 388, -7377), (-91, 300, -27)]
[(-14911, 388, -7377), (-91, 300, -27)]
[(-14911, 388, -7377), (-91, 300, -27)]
[(-14896, 389, -7356), (-78, 296, -29)]
[(-14896, 389, -7356), (-78, 296, -29)]
[(-14896, 389, -7356), (-78, 296, -29)]
[(-14896, 389, -7356), (-78, 296, -29)]
[(-14896, 389, -7356), (-78, 296, -29)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14901, 393, -7329), (-58, 309, -22)]
[(-14889, 406, -7324), (-5, 311, -42)]
[(-14889, 406, -7324), (-5, 311, -42)]
[(-14889, 406, -7324), (-5, 311, -42)]
[(-14889, 406, -7324), (-5, 311, -42)]
[(-14889, 406, -7324), (-5, 311, -42)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14892, 464, -6760), (286, 597, -18)]
[(-14898, 411, -6874), (375, 484, -109)]
[(-14898, 411, -6874), (375, 484, -109)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14952, 360, -7001), (306, 427, -121)]
[(-14930, 275, -7068), (193, 380, -94)]
[(-14930, 275, -7068), (193, 380, -94)]
[(-14930, 275, -7068), (193, 380, -94)]
[(-14930, 275, -7068), (193, 380, -94)]
[(-14930, 275, -7068), (193, 380, -94)]
[(-14961, 206, -7143), (-7, 436, 192)]
[(-14961, 206, -7143), (-7, 436, 192)]
[(-14961, 206, -7143), (-7, 436, 192)]
[(-14961, 206, -7143), (-7, 436, 192)]
[(-14961, 206, -7143), (-7, 436, 192)]
[(-14961, 206, -7143), (-7, 436, 192)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14945, 227, -7194), (-204, 479, 379)]
[(-14912, 324, -7263), (-333, 496, 386)]
[(-14912, 324, -7263), (-333, 496, 386)]
[(-14912, 324, -7263), (-333, 496, 386)]
[(-14876, 568, -7289), (-381, 433, 352)]
[(-14876, 568, -7289), (-381, 433, 352)]
[(-14876, 568, -7289), (-381, 433, 352)]
[(-14876, 568, -7289), (-381, 433, 352)]
[(-14876, 568, -7289), (-381, 433, 352)]
[(-14876, 568, -7289), (-381, 433, 352)]
[(-14872, 616, -7300), (-334, 414, 155)]
[(-14872, 616, -7300), (-334, 414, 155)]
[(-14872, 616, -7300), (-334, 414, 155)]
[(-14872, 616, -7300), (-334, 414, 155)]
[(-14872, 616, -7300), (-334, 414, 155)]
[(-14872, 616, -7300), (-334, 414, 155)]
[(-14889, 652, -7328), (-235, 434, 154)]
[(-14889, 652, -7328), (-235, 434, 154)]
[(-14889, 652, -7328), (-235, 434, 154)]
[(-14889, 652, -7328), (-235, 434, 154)]
[(-14889, 652, -7328), (-235, 434, 154)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14896, 656, -7320), (-264, 337, 137)]
[(-14814, 672, -7290), (-63, 228, 185)]
[(-14814, 672, -7290), (-63, 228, 185)]
[(-14814, 672, -7290), (-63, 228, 185)]
[(-14814, 672, -7290), (-63, 228, 185)]
[(-14814, 672, -7290), (-63, 228, 185)]
[(-14814, 672, -7290), (-63, 228, 185)]
[(-14838, 691, -7292), (35, 201, 24)]
[(-14838, 691, -7292), (35, 201, 24)]
