[(-14718, 984, -7736), (-82, 330, -10)]
[(-14731, 984, -7712), (-82, 326, -8)]
[(-14731, 984, -7712), (-82, 326, -8)]
[(-14731, 984, -7712), (-82, 326, -8)]
[(-14733, 1003, -7674), (-72, 334, -3)]
[(-14733, 1003, -7674), (-72, 334, -3)]
[(-14733, 1003, -7674), (-72, 334, -3)]
[(-14733, 1003, -7674), (-72, 334, -3)]
[(-14733, 1003, -7674), (-72, 334, -3)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14743, 1008, -7654), (-71, 349, -6)]
[(-14746, 1003, -7692), (-73, 365, -19)]
[(-14746, 1003, -7692), (-73, 365, -19)]
[(-14746, 1003, -7692), (-73, 365, -19)]
[(-14746, 1003, -7692), (-73, 365, -19)]
[(-14752, 964, -7728), (-88, 365, -22)]
[(-14752, 964, -7728), (-88, 365, -22)]
[(-14752, 964, -7728), (-88, 365, -22)]
[(-14752, 964, -7728), (-88, 365, -22)]
[(-14752, 964, -7728), (-88, 365, -22)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14751, 984, -7656), (57, 330, 6)]
[(-14704, 924, -7703), (0, 302, 10)]
[(-14704, 924, -7703), (0, 302, 10)]
[(-14704, 924, -7703), (0, 302, 10)]
[(-14704, 924, -7703), (0, 302, 10)]
[(-14704, 924, -7703), (0, 302, 10)]
[(-14704, 924, -7703), (0, 302, 10)]
[(-14701, 937, -7699), (-114, 310, -18)]
[(-14701, 937, -7699), (-114, 310, -18)]
[(-14701, 937, -7699), (-114, 310, -18)]
[(-14701, 937, -7699), (-114, 310, -18)]
[(-14701, 937, -7699), (-114, 310, -18)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14712, 913, -7698), (-122, 312, -20)]
[(-14728, 938, -7697), (-119, 322, -27)]
[(-14728, 938, -7697), (-119, 322, -27)]
[(-14728, 938, -7697), (-119, 322, -27)]
[(-14728, 938, -7697), (-119, 322, -27)]
[(-14728, 938, -7697), (-119, 322, -27)]
[(-14728, 938, -7697), (-119, 322, -27)]
[(-14746, 932, -7721), (-133, 362, 68)]
[(-14746, 932, -7721), (-133, 362, 68)]
[(-14746, 932, -7721), (-133, 362, 68)]
[(-14746, 932, -7721), (-133, 362, 68)]
[(-14746, 932, -7721), (-133, 362, 68)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14712, 981, -7688), (-200, 380, 90)]
[(-14738, 996, -7734), (-104, 385, 30)]
[(-14738, 996, -7734), (-104, 385, 30)]
[(-14738, 996, -7734), (-104, 385, 30)]
[(-14738, 996, -7734), (-104, 385, 30)]
[(-14738, 996, -7734), (-104, 385, 30)]
[(-14738, 996, -7734), (-104, 385, 30)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14756, 984, -7740), (-181, 395, -84)]
[(-14772, 1024, -7754), (-98, 359, -9)]
[(-14772, 1024, -7754), (-98, 359, -9)]
[(-14772, 1024, -7754), (-98, 359, -9)]
[(-14772, 1024, -7754), (-98, 359, -9)]
[(-14772, 1024, -7754), (-98, 359, -9)]
[(-14752, 1022, -7752), (-151, 334, -23)]
[(-14752, 1022, -7752), (-151, 334, -23)]
[(-14752, 1022, -7752), (-151, 334, -23)]
[(-14752, 1022, -7752), (-151, 334, -23)]
[(-14752, 1022, -7752), (-151, 334, -23)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1002, -7741), (-100, 340, -1)]
[(-14738, 1008, -7775), (-110, 352, -27)]
[(-14738, 1008, -7775), (-110, 352, -27)]
[(-14738, 1008, -7775), (-110, 352, -27)]
[(-14738, 1008, -7775), (-110, 352, -27)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14745, 1006, -7788), (-120, 350, 0)]
[(-14716, 1038, -7789), (-110, 391, -12)]
[(-14716, 1038, -7789), (-110, 391, -12)]
[(-14716, 1038, -7789), (-110, 391, -12)]
[(-14716, 1038, -7789), (-110, 391, -12)]
