[(-15300, 3712, -4563), (-158, 317, 35)]
[(-15280, 3716, -4591), (-145, 302, 37)]
[(-15280, 3716, -4591), (-145, 302, 37)]
[(-15280, 3716, -4591), (-145, 302, 37)]
[(-15257, 3707, -4564), (-159, 310, 33)]
[(-15257, 3707, -4564), (-159, 310, 33)]
[(-15257, 3707, -4564), (-159, 310, 33)]
[(-15257, 3707, -4564), (-159, 310, 33)]
[(-15257, 3707, -4564), (-159, 310, 33)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15264, 3708, -4580), (-141, 326, 17)]
[(-15268, 3716, -4580), (-183, 348, -9)]
[(-15268, 3716, -4580), (-183, 348, -9)]
[(-15268, 3716, -4580), (-183, 348, -9)]
[(-15268, 3716, -4580), (-183, 348, -9)]
[(-15268, 3716, -4580), (-183, 348, -9)]
[(-15277, 3708, -4579), (-276, 385, -5)]
[(-15277, 3708, -4579), (-276, 385, -5)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15265, 3714, -4549), (-255, 357, -1)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15261, 3749, -4522), (-259, 363, -2)]
[(-15252, 3756, -4553), (-307, 478, 35)]
[(-15252, 3756, -4553), (-307, 478, 35)]
[(-15252, 3756, -4553), (-307, 478, 35)]
[(-15252, 3756, -4553), (-307, 478, 35)]
[(-15252, 3756, -4553), (-307, 478, 35)]
[(-15272, 3754, -4571), (-281, 432, 33)]
[(-15272, 3754, -4571), (-281, 432, 33)]
[(-15272, 3754, -4571), (-281, 432, 33)]
[(-15272, 3754, -4571), (-281, 432, 33)]
[(-15272, 3754, -4571), (-281, 432, 33)]
[(-15244, 3782, -4591), (-214, 419, 48)]
[(-15244, 3782, -4591), (-214, 419, 48)]
[(-15244, 3782, -4591), (-214, 419, 48)]
[(-15244, 3782, -4591), (-214, 419, 48)]
[(-15244, 3782, -4591), (-214, 419, 48)]
[(-15244, 3782, -4591), (-214, 419, 48)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15260, 3792, -4593), (-212, 402, 38)]
[(-15268, 3784, -4615), (-173, 382, 26)]
[(-15268, 3784, -4615), (-173, 382, 26)]
[(-15268, 3784, -4615), (-173, 382, 26)]
[(-15268, 3784, -4615), (-173, 382, 26)]
[(-15268, 3784, -4615), (-173, 382, 26)]
[(-15282, 3793, -4657), (-191, 351, -14)]
[(-15282, 3793, -4657), (-191, 351, -14)]
[(-15282, 3793, -4657), (-191, 351, -14)]
[(-15282, 3793, -4657), (-191, 351, -14)]
[(-15282, 3793, -4657), (-191, 351, -14)]
[(-15282, 3793, -4657), (-191, 351, -14)]
[(-15287, 3757, -4687), (-86, 287, -20)]
[(-15287, 3757, -4687), (-86, 287, -20)]
[(-15287, 3757, -4687), (-86, 287, -20)]
