[(-15175, 3432, -5153), (-153, 225, 53)]
[(-15176, 3457, -5152), (-195, 189, 45)]
[(-15176, 3457, -5152), (-195, 189, 45)]
[(-15176, 3457, -5152), (-195, 189, 45)]
[(-15176, 3457, -5152), (-195, 189, 45)]
[(-15176, 3457, -5152), (-195, 189, 45)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3469, -5159), (-186, 202, 48)]
[(-15176, 3510, -5152), (-196, 221, 50)]
[(-15176, 3510, -5152), (-196, 221, 50)]
[(-15176, 3510, -5152), (-196, 221, 50)]
[(-15176, 3510, -5152), (-196, 221, 50)]
[(-15176, 3510, -5152), (-196, 221, 50)]
[(-15188, 3519, -5146), (-183, 273, 59)]
[(-15188, 3519, -5146), (-183, 273, 59)]
[(-15188, 3519, -5146), (-183, 273, 59)]
[(-15188, 3519, -5146), (-183, 273, 59)]
[(-15188, 3519, -5146), (-183, 273, 59)]
[(-15188, 3519, -5146), (-183, 273, 59)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15192, 3533, -5145), (-209, 349, 35)]
[(-15181, 3526, -5160), (-137, 331, 29)]
[(-15181, 3526, -5160), (-137, 331, 29)]
[(-15181, 3526, -5160), (-137, 331, 29)]
[(-15181, 3526, -5160), (-137, 331, 29)]
[(-15181, 3526, -5160), (-137, 331, 29)]
[(-15148, 3560, -5191), (-145, 371, 34)]
[(-15148, 3560, -5191), (-145, 371, 34)]
[(-15148, 3560, -5191), (-145, 371, 34)]
[(-15148, 3560, -5191), (-145, 371, 34)]
[(-15148, 3560, -5191), (-145, 371, 34)]
[(-15148, 3560, -5191), (-145, 371, 34)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15186, 3588, -5177), (-12, 375, 64)]
[(-15195, 3612, -5183), (-62, 370, 28)]
[(-15195, 3612, -5183), (-62, 370, 28)]
[(-15195, 3612, -5183), (-62, 370, 28)]
[(-15195, 3612, -5183), (-62, 370, 28)]
[(-15195, 3612, -5183), (-62, 370, 28)]
[(-15186, 3634, -5234), (-80, 322, 56)]
[(-15186, 3634, -5234), (-80, 322, 56)]
[(-15186, 3634, -5234), (-80, 322, 56)]
[(-15186, 3634, -5234), (-80, 322, 56)]
[(-15186, 3634, -5234), (-80, 322, 56)]
[(-15186, 3634, -5234), (-80, 322, 56)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15168, 3660, -5239), (-125, 294, 37)]
[(-15174, 3638, -5244), (-132, 295, 35)]
[(-15174, 3638, -5244), (-132, 295, 35)]
[(-15174, 3638, -5244), (-132, 295, 35)]
[(-15174, 3638, -5244), (-132, 295, 35)]
[(-15174, 3638, -5244), (-132, 295, 35)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15153, 3648, -5195), (-115, 292, 10)]
[(-15164, 3622, -5180), (-41, 278, -11)]
[(-15164, 3622, -5180), (-41, 278, -11)]
[(-15164, 3622, -5180), (-41, 278, -11)]
[(-15164, 3622, -5180), (-41, 278, -11)]
[(-15164, 3622, -5180), (-41, 278, -11)]
[(-15148, 3629, -5155), (-3, 221, 14)]
[(-15148, 3629, -5155), (-3, 221, 14)]
[(-15148, 3629, -5155), (-3, 221, 14)]
[(-15148, 3629, -5155), (-3, 221, 14)]
[(-15148, 3629, -5155), (-3, 221, 14)]
[(-15124, 3605, -5157), (-42, 217, -35)]
[(-15124, 3605, -5157), (-42, 217, -35)]
[(-15124, 3605, -5157), (-42, 217, -35)]
[(-15124, 3605, -5157), (-42, 217, -35)]
[(-15124, 3605, -5157), (-42, 217, -35)]
[(-15124, 3605, -5157), (-42, 217, -35)]
[(-15144, 3605, -5183), (-101, 211, -34)]
[(-15144, 3605, -5183), (-101, 211, -34)]
[(-15144, 3605, -5183), (-101, 211, -34)]
[(-15144, 3605, -5183), (-101, 211, -34)]
[(-15144, 3605, -5183), (-101, 211, -34)]
[(-15172, 3595, -5171), (-108, 247, 3)]
[(-15172, 3595, -5171), (-108, 247, 3)]
[(-15172, 3595, -5171), (-108, 247, 3)]
