[(-14576, 646, -8202), (-37, 307, -33)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14550, 556, -8183), (225, 114, -33)]
[(-14550, 556, -8183), (225, 114, -33)]
[(-14550, 556, -8183), (225, 114, -33)]
[(-14550, 556, -8183), (225, 114, -33)]
[(-14555, 526, -8157), (105, 148, -9)]
[(-14555, 526, -8157), (105, 148, -9)]
[(-14555, 526, -8157), (105, 148, -9)]
[(-14555, 526, -8157), (105, 148, -9)]
[(-14555, 526, -8157), (105, 148, -9)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14566, 534, -8145), (-99, 254, 5)]
[(-14573, 555, -8195), (-84, 237, -32)]
[(-14573, 555, -8195), (-84, 237, -32)]
[(-14575, 556, -8172), (-119, 243, -26)]
[(-14575, 556, -8172), (-119, 243, -26)]
[(-14575, 556, -8172), (-119, 243, -26)]
[(-14575, 556, -8172), (-119, 243, -26)]
[(-14575, 556, -8172), (-119, 243, -26)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14593, 576, -8147), (-133, 272, -12)]
[(-14586, 582, -8132), (-108, 379, -58)]
[(-14586, 582, -8132), (-108, 379, -58)]
[(-14586, 582, -8132), (-108, 379, -58)]
[(-14586, 582, -8132), (-108, 379, -58)]
[(-14586, 582, -8132), (-108, 379, -58)]
[(-14586, 582, -8132), (-108, 379, -58)]
[(-14601, 556, -8153), (-195, 327, -77)]
[(-14601, 556, -8153), (-195, 327, -77)]
[(-14601, 556, -8153), (-195, 327, -77)]
[(-14601, 556, -8153), (-195, 327, -77)]
[(-14601, 556, -8153), (-195, 327, -77)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14606, 580, -8160), (-115, 310, 121)]
[(-14570, 664, -8173), (-53, 431, 98)]
[(-14570, 664, -8173), (-53, 431, 98)]
[(-14570, 664, -8173), (-53, 431, 98)]
[(-14570, 664, -8173), (-53, 431, 98)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14593, 640, -8207), (-129, 338, -110)]
[(-14588, 575, -8207), (-106, 262, -142)]
[(-14588, 575, -8207), (-106, 262, -142)]
[(-14588, 575, -8207), (-106, 262, -142)]
[(-14588, 575, -8207), (-106, 262, -142)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14556, 574, -8193), (16, 287, -27)]
[(-14527, 556, -8208), (6, 297, 24)]
[(-14527, 556, -8208), (6, 297, 24)]
[(-14527, 556, -8208), (6, 297, 24)]
[(-14527, 556, -8208), (6, 297, 24)]
[(-14527, 556, -8208), (6, 297, 24)]
[(-14543, 584, -8195), (-40, 244, -11)]
[(-14543, 584, -8195), (-40, 244, -11)]
[(-14543, 584, -8195), (-40, 244, -11)]
[(-14543, 584, -8195), (-40, 244, -11)]
[(-14543, 584, -8195), (-40, 244, -11)]
[(-14543, 584, -8195), (-40, 244, -11)]
[(-14539, 589, -8164), (-49, 264, 3)]
[(-14539, 589, -8164), (-49, 264, 3)]
[(-14539, 589, -8164), (-49, 264, 3)]
[(-14539, 589, -8164), (-49, 264, 3)]
[(-14539, 589, -8164), (-49, 264, 3)]
