[(-14576, 646, -8202), (-37, 307, -33)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14574, 644, -8185), (-75, 310, -13)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14579, 648, -8205), (-80, 329, -21)]
[(-14558, 667, -8196), (-82, 343, -12)]
[(-14558, 667, -8196), (-82, 343, -12)]
[(-14544, 658, -8209), (-103, 341, -20)]
[(-14544, 658, -8209), (-103, 341, -20)]
[(-14544, 658, -8209), (-103, 341, -20)]
[(-14544, 658, -8209), (-103, 341, -20)]
[(-14544, 658, -8209), (-103, 341, -20)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14560, 648, -8214), (-117, 356, -32)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14553, 667, -8204), (-133, 365, -23)]
[(-14543, 673, -8216), (-141, 361, -21)]
[(-14543, 673, -8216), (-141, 361, -21)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14539, 669, -8232), (20, 337, -4)]
[(-14538, 637, -8246), (290, 214, -23)]
[(-14538, 637, -8246), (290, 214, -23)]
[(-14538, 637, -8246), (290, 214, -23)]
[(-14538, 637, -8246), (290, 214, -23)]
[(-14538, 637, -8246), (290, 214, -23)]
[(-14538, 637, -8246), (290, 214, -23)]
[(-14511, 596, -8228), (224, 139, -39)]
[(-14511, 596, -8228), (224, 139, -39)]
[(-14511, 596, -8228), (224, 139, -39)]
[(-14511, 596, -8228), (224, 139, -39)]
[(-14511, 596, -8228), (224, 139, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14512, 556, -8243), (-26, 270, -39)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14510, 555, -8202), (-67, 318, -35)]
[(-14524, 556, -8171), (-74, 335, -8)]
[(-14524, 556, -8171), (-74, 335, -8)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
[(-14528, 571, -8187), (-74, 317, -20)]
