[(-14558, 708, -8040), (-74, 267, -1)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14548, 695, -8061), (-81, 283, 2)]
[(-14554, 712, -8029), (-103, 278, -1)]
[(-14554, 712, -8029), (-103, 278, -1)]
[(-14554, 712, -8029), (-103, 278, -1)]
[(-14554, 712, -8029), (-103, 278, -1)]
[(-14554, 712, -8029), (-103, 278, -1)]
[(-14573, 706, -8044), (65, 251, 14)]
[(-14573, 706, -8044), (65, 251, 14)]
[(-14573, 706, -8044), (65, 251, 14)]
[(-14573, 706, -8044), (65, 251, 14)]
[(-14573, 706, -8044), (65, 251, 14)]
[(-14573, 706, -8044), (65, 251, 14)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14624, 677, -8043), (293, 150, 31)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14616, 645, -8059), (289, 72, 40)]
[(-14634, 628, -8012), (162, 137, 45)]
[(-14634, 628, -8012), (162, 137, 45)]
[(-14634, 628, -8012), (162, 137, 45)]
[(-14634, 628, -8012), (162, 137, 45)]
[(-14634, 628, -8012), (162, 137, 45)]
[(-14634, 628, -8012), (162, 137, 45)]
[(-14651, 616, -8014), (-89, 284, 36)]
[(-14651, 616, -8014), (-89, 284, 36)]
[(-14651, 616, -8014), (-89, 284, 36)]
[(-14651, 616, -8014), (-89, 284, 36)]
[(-14651, 616, -8014), (-89, 284, 36)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14661, 648, -8007), (-131, 318, -3)]
[(-14650, 659, -8016), (-94, 302, -5)]
[(-14650, 659, -8016), (-94, 302, -5)]
[(-14650, 659, -8016), (-94, 302, -5)]
[(-14650, 659, -8016), (-94, 302, -5)]
[(-14660, 652, -8017), (141, 215, -1)]
[(-14660, 652, -8017), (141, 215, -1)]
[(-14660, 652, -8017), (141, 215, -1)]
[(-14660, 652, -8017), (141, 215, -1)]
[(-14660, 652, -8017), (141, 215, -1)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14650, 620, -8014), (180, 184, -12)]
[(-14649, 623, -8004), (-55, 278, -12)]
[(-14649, 623, -8004), (-55, 278, -12)]
[(-14649, 623, -8004), (-55, 278, -12)]
[(-14649, 623, -8004), (-55, 278, -12)]
[(-14640, 608, -8003), (-222, 326, 15)]
[(-14640, 608, -8003), (-222, 326, 15)]
[(-14640, 608, -8003), (-222, 326, 15)]
[(-14640, 608, -8003), (-222, 326, 15)]
[(-14640, 608, -8003), (-222, 326, 15)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14625, 605, -8016), (-216, 310, 3)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14646, 604, -8012), (-218, 305, -38)]
[(-14637, 633, -7999), (-213, 296, -47)]
[(-14637, 633, -7999), (-213, 296, -47)]
[(-14637, 633, -7999), (-213, 296, -47)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14627, 636, -8008), (-156, 350, -80)]
[(-14640, 568, -8055), (-202, 333, -114)]
[(-14640, 568, -8055), (-202, 333, -114)]
[(-14640, 568, -8055), (-202, 333, -114)]
[(-14640, 568, -8055), (-202, 333, -114)]
[(-14640, 568, -8055), (-202, 333, -114)]
[(-14640, 568, -8055), (-202, 333, -114)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14645, 559, -8065), (-243, 298, 27)]
[(-14620, 677, -8042), (-142, 313, 224)]
[(-14620, 677, -8042), (-142, 313, 224)]
[(-14620, 677, -8042), (-142, 313, 224)]
[(-14602, 736, -8058), (-122, 392, 51)]
[(-14602, 736, -8058), (-122, 392, 51)]
[(-14602, 736, -8058), (-122, 392, 51)]
[(-14602, 736, -8058), (-122, 392, 51)]
[(-14602, 736, -8058), (-122, 392, 51)]
[(-14602, 736, -8058), (-122, 392, 51)]
[(-14614, 688, -8056), (-207, 236, -151)]
[(-14614, 688, -8056), (-207, 236, -151)]
[(-14614, 688, -8056), (-207, 236, -151)]
[(-14614, 688, -8056), (-207, 236, -151)]
[(-14614, 688, -8056), (-207, 236, -151)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14609, 601, -8052), (-34, 256, -145)]
[(-14608, 582, -8078), (-43, 332, -12)]
[(-14608, 582, -8078), (-43, 332, -12)]
