[(-14559, 682, -8111), (-165, 314, -14)]
[(-14546, 665, -8109), (-151, 288, -4)]
[(-14546, 665, -8109), (-151, 288, -4)]
[(-14546, 665, -8109), (-151, 288, -4)]
[(-14509, 660, -8125), (-145, 302, 2)]
[(-14509, 660, -8125), (-145, 302, 2)]
[(-14509, 660, -8125), (-145, 302, 2)]
[(-14509, 660, -8125), (-145, 302, 2)]
[(-14509, 660, -8125), (-145, 302, 2)]
[(-14509, 660, -8125), (-145, 302, 2)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14518, 657, -8127), (-136, 325, 5)]
[(-14515, 664, -8144), (-148, 326, -2)]
[(-14515, 664, -8144), (-148, 326, -2)]
[(-14515, 664, -8144), (-148, 326, -2)]
[(-14520, 659, -8135), (80, 345, 10)]
[(-14520, 659, -8135), (80, 345, 10)]
[(-14520, 659, -8135), (80, 345, 10)]
[(-14520, 659, -8135), (80, 345, 10)]
[(-14520, 659, -8135), (80, 345, 10)]
[(-14520, 659, -8135), (80, 345, 10)]
[(-14504, 629, -8141), (368, 102, -30)]
[(-14504, 629, -8141), (368, 102, -30)]
[(-14504, 629, -8141), (368, 102, -30)]
[(-14504, 629, -8141), (368, 102, -30)]
[(-14504, 629, -8141), (368, 102, -30)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14550, 571, -8079), (235, 104, -10)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14564, 556, -8075), (-27, 227, -2)]
[(-14610, 446, -8055), (-111, 165, 85)]
[(-14610, 446, -8055), (-111, 165, 85)]
[(-14610, 446, -8055), (-111, 165, 85)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14598, 488, -8072), (-131, 192, 74)]
[(-14594, 482, -8043), (64, 116, 71)]
[(-14594, 482, -8043), (64, 116, 71)]
[(-14594, 482, -8043), (64, 116, 71)]
[(-14594, 482, -8043), (64, 116, 71)]
[(-14594, 482, -8043), (64, 116, 71)]
[(-14594, 482, -8043), (64, 116, 71)]
[(-14624, 496, -8035), (88, 128, 28)]
[(-14624, 496, -8035), (88, 128, 28)]
[(-14624, 496, -8035), (88, 128, 28)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14576, 496, -8031), (-39, 189, 24)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14604, 485, -8061), (-257, 285, 47)]
[(-14619, 552, -8019), (-266, 291, 11)]
[(-14619, 552, -8019), (-266, 291, 11)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14646, 568, -8039), (-190, 281, -5)]
[(-14658, 580, -8024), (-202, 274, -26)]
[(-14658, 580, -8024), (-202, 274, -26)]
[(-14658, 580, -8024), (-202, 274, -26)]
[(-14658, 580, -8024), (-202, 274, -26)]
[(-14637, 565, -8024), (-143, 362, -45)]
[(-14637, 565, -8024), (-143, 362, -45)]
[(-14637, 565, -8024), (-143, 362, -45)]
[(-14637, 565, -8024), (-143, 362, -45)]
[(-14637, 565, -8024), (-143, 362, -45)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14644, 529, -8079), (-188, 369, -104)]
[(-14612, 506, -8059), (-252, 335, -71)]
[(-14612, 506, -8059), (-252, 335, -71)]
[(-14612, 506, -8059), (-252, 335, -71)]
[(-14612, 506, -8059), (-252, 335, -71)]
[(-14612, 506, -8059), (-252, 335, -71)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14629, 599, -8028), (-231, 247, 176)]
[(-14582, 697, -7995), (-145, 320, 272)]
[(-14582, 697, -7995), (-145, 320, 272)]
[(-14582, 697, -7995), (-145, 320, 272)]
[(-14582, 697, -7995), (-145, 320, 272)]
[(-14582, 697, -7995), (-145, 320, 272)]
[(-14597, 712, -8013), (-238, 332, -45)]
[(-14597, 712, -8013), (-238, 332, -45)]
[(-14597, 712, -8013), (-238, 332, -45)]
[(-14597, 712, -8013), (-238, 332, -45)]
[(-14588, 672, -8032), (-198, 248, -189)]
[(-14588, 672, -8032), (-198, 248, -189)]
[(-14588, 672, -8032), (-198, 248, -189)]
[(-14588, 672, -8032), (-198, 248, -189)]
