[(-15685, 2569, -3107), (-129, 159, 14)]
[(-15670, 2566, -3106), (-119, 183, -27)]
[(-15670, 2566, -3106), (-119, 183, -27)]
[(-15670, 2566, -3106), (-119, 183, -27)]
[(-15663, 2548, -3104), (-111, 236, -22)]
[(-15663, 2548, -3104), (-111, 236, -22)]
[(-15663, 2548, -3104), (-111, 236, -22)]
[(-15663, 2548, -3104), (-111, 236, -22)]
[(-15663, 2548, -3104), (-111, 236, -22)]
[(-15664, 2541, -3114), (-129, 238, -15)]
[(-15664, 2541, -3114), (-129, 238, -15)]
[(-15664, 2541, -3114), (-129, 238, -15)]
[(-15664, 2541, -3114), (-129, 238, -15)]
[(-15664, 2541, -3114), (-129, 238, -15)]
[(-15664, 2541, -3114), (-129, 238, -15)]
[(-15665, 2524, -3119), (-122, 214, -15)]
[(-15665, 2524, -3119), (-122, 214, -15)]
[(-15665, 2524, -3119), (-122, 214, -15)]
[(-15665, 2524, -3119), (-122, 214, -15)]
[(-15665, 2524, -3119), (-122, 214, -15)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15651, 2558, -3096), (-222, 217, -49)]
[(-15672, 2560, -3080), (-110, 175, -26)]
[(-15672, 2560, -3080), (-110, 175, -26)]
[(-15672, 2560, -3080), (-110, 175, -26)]
[(-15672, 2560, -3080), (-110, 175, -26)]
[(-15672, 2560, -3080), (-110, 175, -26)]
[(-15672, 2560, -3080), (-110, 175, -26)]
[(-15648, 2550, -3064), (-127, 195, 7)]
[(-15648, 2550, -3064), (-127, 195, 7)]
[(-15648, 2550, -3064), (-127, 195, 7)]
[(-15648, 2550, -3064), (-127, 195, 7)]
[(-15648, 2550, -3064), (-127, 195, 7)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15632, 2608, -3072), (-143, 227, 9)]
[(-15655, 2588, -3086), (-109, 221, -16)]
