[(-14658, 1120, -7984), (-76, 334, -27)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14660, 1133, -7965), (-78, 332, -38)]
[(-14665, 1120, -7959), (-71, 341, -41)]
[(-14665, 1120, -7959), (-71, 341, -41)]
[(-14665, 1120, -7959), (-71, 341, -41)]
[(-14665, 1120, -7959), (-71, 341, -41)]
[(-14665, 1120, -7959), (-71, 341, -41)]
[(-14656, 1133, -7930), (-56, 363, -43)]
[(-14656, 1133, -7930), (-56, 363, -43)]
[(-14656, 1133, -7930), (-56, 363, -43)]
[(-14656, 1133, -7930), (-56, 363, -43)]
[(-14656, 1133, -7930), (-56, 363, -43)]
[(-14656, 1133, -7930), (-56, 363, -43)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14656, 1119, -7944), (-34, 361, -55)]
[(-14686, 1088, -7992), (0, 291, -26)]
[(-14686, 1088, -7992), (0, 291, -26)]
[(-14686, 1088, -7992), (0, 291, -26)]
[(-14686, 1088, -7992), (0, 291, -26)]
[(-14686, 1088, -7992), (0, 291, -26)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14677, 1084, -7954), (29, 286, 52)]
[(-14714, 1064, -7941), (616, 145, 277)]
[(-14714, 1064, -7941), (616, 145, 277)]
[(-14714, 1064, -7941), (616, 145, 277)]
[(-14714, 1064, -7941), (616, 145, 277)]
[(-14714, 1064, -7941), (616, 145, 277)]
[(-14687, 1098, -7947), (421, 224, 513)]
[(-14687, 1098, -7947), (421, 224, 513)]
[(-14687, 1098, -7947), (421, 224, 513)]
[(-14687, 1098, -7947), (421, 224, 513)]
[(-14687, 1098, -7947), (421, 224, 513)]
[(-14607, 1240, -7931), (-212, 113, 513)]
[(-14607, 1240, -7931), (-212, 113, 513)]
