[(-14658, 1120, -7984), (-76, 334, -27)]
[(-14607, 1240, -7931), (-212, 113, 513)]
[(-14607, 1240, -7931), (-212, 113, 513)]
[(-14607, 1240, -7931), (-212, 113, 513)]
[(-14607, 1240, -7931), (-212, 113, 513)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14587, 1361, -7848), (-643, 61, 371)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14583, 1504, -7792), (-685, 144, 98)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14604, 1623, -7736), (-286, 412, -128)]
[(-14618, 1612, -7716), (-181, 412, -140)]
[(-14618, 1612, -7716), (-181, 412, -140)]
[(-14618, 1612, -7716), (-181, 412, -140)]
[(-14648, 1594, -7721), (-188, 441, -141)]
[(-14648, 1594, -7721), (-188, 441, -141)]
[(-14648, 1594, -7721), (-188, 441, -141)]
[(-14648, 1594, -7721), (-188, 441, -141)]
[(-14648, 1594, -7721), (-188, 441, -141)]
[(-14648, 1594, -7721), (-188, 441, -141)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14630, 1580, -7738), (-182, 430, -196)]
[(-14633, 1563, -7759), (-145, 431, -207)]
[(-14633, 1563, -7759), (-145, 431, -207)]
[(-14633, 1563, -7759), (-145, 431, -207)]
[(-14633, 1563, -7759), (-145, 431, -207)]
[(-14633, 1563, -7759), (-145, 431, -207)]
[(-14635, 1543, -7803), (-131, 431, -194)]
[(-14635, 1543, -7803), (-131, 431, -194)]
[(-14635, 1543, -7803), (-131, 431, -194)]
[(-14635, 1543, -7803), (-131, 431, -194)]
[(-14635, 1543, -7803), (-131, 431, -194)]
[(-14635, 1543, -7803), (-131, 431, -194)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14629, 1510, -7828), (-115, 434, -176)]
[(-14616, 1489, -7863), (-97, 417, -178)]
[(-14616, 1489, -7863), (-97, 417, -178)]
[(-14616, 1489, -7863), (-97, 417, -178)]
[(-14616, 1489, -7863), (-97, 417, -178)]
