[(-14788, 5150, -4316), (-247, 221, 66)]
[(-14806, 5337, -4299), (-289, 405, 242)]
[(-14806, 5337, -4299), (-289, 405, 242)]
[(-14806, 5337, -4299), (-289, 405, 242)]
[(-14792, 5324, -4340), (-15, 160, -33)]
[(-14792, 5324, -4340), (-15, 160, -33)]
[(-14792, 5324, -4340), (-15, 160, -33)]
[(-14792, 5324, -4340), (-15, 160, -33)]
[(-14792, 5324, -4340), (-15, 160, -33)]
[(-14788, 5323, -4360), (-12, 205, 11)]
[(-14788, 5323, -4360), (-12, 205, 11)]
[(-14788, 5323, -4360), (-12, 205, 11)]
[(-14788, 5323, -4360), (-12, 205, 11)]
[(-14788, 5323, -4360), (-12, 205, 11)]
[(-14788, 5323, -4360), (-12, 205, 11)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14789, 5387, -4355), (-13, 242, 25)]
[(-14765, 5457, -4353), (-7, 294, 21)]
[(-14765, 5457, -4353), (-7, 294, 21)]
[(-14765, 5457, -4353), (-7, 294, 21)]
[(-14765, 5457, -4353), (-7, 294, 21)]
[(-14765, 5457, -4353), (-7, 294, 21)]
[(-14765, 5457, -4353), (-7, 294, 21)]
[(-14753, 5461, -4396), (-61, 381, 56)]
[(-14753, 5461, -4396), (-61, 381, 56)]
[(-14753, 5461, -4396), (-61, 381, 56)]
[(-14753, 5461, -4396), (-61, 381, 56)]
[(-14753, 5461, -4396), (-61, 381, 56)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14718, 5458, -4421), (-113, 408, 24)]
[(-14656, 5405, -4434), (-228, 344, -67)]
[(-14656, 5405, -4434), (-228, 344, -67)]
[(-14656, 5405, -4434), (-228, 344, -67)]
[(-14656, 5405, -4434), (-228, 344, -67)]
[(-14703, 5360, -4427), (-100, 224, -102)]
[(-14703, 5360, -4427), (-100, 224, -102)]
[(-14703, 5360, -4427), (-100, 224, -102)]
[(-14703, 5360, -4427), (-100, 224, -102)]
[(-14703, 5360, -4427), (-100, 224, -102)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14706, 5320, -4462), (-130, 217, -72)]
[(-14764, 5344, -4441), (-204, 267, 16)]
[(-14764, 5344, -4441), (-204, 267, 16)]
[(-14764, 5344, -4441), (-204, 267, 16)]
[(-14764, 5344, -4441), (-204, 267, 16)]
[(-14764, 5344, -4441), (-204, 267, 16)]
[(-14764, 5344, -4441), (-204, 267, 16)]
[(-14760, 5384, -4505), (-206, 419, 48)]
[(-14760, 5384, -4505), (-206, 419, 48)]
[(-14760, 5384, -4505), (-206, 419, 48)]
[(-14760, 5384, -4505), (-206, 419, 48)]
[(-14760, 5384, -4505), (-206, 419, 48)]
[(-14726, 5278, -4530), (-347, 397, -10)]
[(-14726, 5278, -4530), (-347, 397, -10)]
[(-14726, 5278, -4530), (-347, 397, -10)]
[(-14726, 5278, -4530), (-347, 397, -10)]
[(-14726, 5278, -4530), (-347, 397, -10)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14695, 5332, -4566), (-381, 354, -16)]
[(-14644, 5360, -4630), (-353, 229, -11)]
[(-14644, 5360, -4630), (-353, 229, -11)]
[(-14644, 5360, -4630), (-353, 229, -11)]
[(-14644, 5360, -4630), (-353, 229, -11)]
[(-14648, 5368, -4610), (-240, 196, 30)]
[(-14648, 5368, -4610), (-240, 196, 30)]
[(-14648, 5368, -4610), (-240, 196, 30)]
[(-14648, 5368, -4610), (-240, 196, 30)]
[(-14648, 5368, -4610), (-240, 196, 30)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14671, 5370, -4601), (-200, -104, 0)]
[(-14663, 5389, -4552), (-143, -147, 14)]
[(-14663, 5389, -4552), (-143, -147, 14)]
[(-14663, 5389, -4552), (-143, -147, 14)]
[(-14663, 5389, -4552), (-143, -147, 14)]
[(-14663, 5389, -4552), (-143, -147, 14)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14657, 5351, -4490), (-56, -40, 20)]
[(-14680, 5371, -4448), (-51, 0, 7)]
[(-14680, 5371, -4448), (-51, 0, 7)]
[(-14680, 5371, -4448), (-51, 0, 7)]
[(-14680, 5371, -4448), (-51, 0, 7)]
[(-14680, 5371, -4448), (-51, 0, 7)]
[(-14680, 5371, -4448), (-51, 0, 7)]
[(-14685, 5402, -4404), (-63, 25, 13)]
[(-14685, 5402, -4404), (-63, 25, 13)]
[(-14685, 5402, -4404), (-63, 25, 13)]
[(-14685, 5402, -4404), (-63, 25, 13)]
[(-14685, 5402, -4404), (-63, 25, 13)]
[(-14688, 5448, -4340), (-6, -83, -1)]
[(-14688, 5448, -4340), (-6, -83, -1)]
[(-14688, 5448, -4340), (-6, -83, -1)]
[(-14688, 5448, -4340), (-6, -83, -1)]
[(-14688, 5448, -4340), (-6, -83, -1)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14709, 5430, -4315), (129, -57, 0)]
[(-14779, 5384, -4305), (529, -115, 52)]
[(-14779, 5384, -4305), (529, -115, 52)]
[(-14779, 5384, -4305), (529, -115, 52)]
[(-14779, 5384, -4305), (529, -115, 52)]
[(-14779, 5384, -4305), (529, -115, 52)]
[(-14775, 5391, -4286), (434, -198, -208)]
