[(-15352, 1843, -4612), (-1438, 1297, 902)]
[(-15332, 2006, -4776), (-1646, 1665, 1299)]
[(-15332, 2006, -4776), (-1646, 1665, 1299)]
[(-15332, 2006, -4776), (-1646, 1665, 1299)]
[(-15332, 2006, -4776), (-1646, 1665, 1299)]
[(-15332, 2006, -4776), (-1646, 1665, 1299)]
[(-15332, 2006, -4776), (-1646, 1665, 1299)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15276, 2271, -4964), (-1373, 1444, 1306)]
[(-15196, 2589, -5124), (-1019, 1250, 1253)]
[(-15196, 2589, -5124), (-1019, 1250, 1253)]
[(-15196, 2589, -5124), (-1019, 1250, 1253)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15123, 2920, -5262), (-703, 1025, 1070)]
[(-15064, 3187, -5388), (-623, 863, 897)]
[(-15064, 3187, -5388), (-623, 863, 897)]
[(-15064, 3187, -5388), (-623, 863, 897)]
[(-15064, 3187, -5388), (-623, 863, 897)]
[(-15064, 3187, -5388), (-623, 863, 897)]
[(-14985, 3350, -5407), (-638, 700, 650)]
[(-14985, 3350, -5407), (-638, 700, 650)]
[(-14985, 3350, -5407), (-638, 700, 650)]
[(-14985, 3350, -5407), (-638, 700, 650)]
[(-14985, 3350, -5407), (-638, 700, 650)]
[(-14985, 3350, -5407), (-638, 700, 650)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14916, 3546, -5419), (-668, 639, 569)]
[(-14888, 3715, -5438), (-732, 483, 478)]
[(-14888, 3715, -5438), (-732, 483, 478)]
[(-14888, 3715, -5438), (-732, 483, 478)]
[(-14888, 3715, -5438), (-732, 483, 478)]
[(-14888, 3715, -5438), (-732, 483, 478)]
[(-14855, 3827, -5468), (-644, 372, 421)]
[(-14855, 3827, -5468), (-644, 372, 421)]
[(-14855, 3827, -5468), (-644, 372, 421)]
[(-14855, 3827, -5468), (-644, 372, 421)]
[(-14855, 3827, -5468), (-644, 372, 421)]
[(-14855, 3827, -5468), (-644, 372, 421)]
[(-14863, 4005, -5414), (-398, 300, 278)]
[(-14863, 4005, -5414), (-398, 300, 278)]
[(-14863, 4005, -5414), (-398, 300, 278)]
[(-14863, 4005, -5414), (-398, 300, 278)]
[(-14863, 4005, -5414), (-398, 300, 278)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14727, 4166, -5423), (40, 301, 245)]
[(-14723, 4144, -5428), (203, 347, 239)]
[(-14723, 4144, -5428), (203, 347, 239)]
[(-14723, 4144, -5428), (203, 347, 239)]
[(-14723, 4144, -5428), (203, 347, 239)]
[(-14723, 4144, -5428), (203, 347, 239)]
[(-14723, 4144, -5428), (203, 347, 239)]
[(-14695, 4196, -5440), (204, 328, 221)]
[(-14695, 4196, -5440), (204, 328, 221)]
[(-14695, 4196, -5440), (204, 328, 221)]
[(-14695, 4196, -5440), (204, 328, 221)]
[(-14695, 4196, -5440), (204, 328, 221)]
[(-14736, 4212, -5454), (110, 337, 227)]
[(-14736, 4212, -5454), (110, 337, 227)]
[(-14736, 4212, -5454), (110, 337, 227)]
[(-14736, 4212, -5454), (110, 337, 227)]
[(-14736, 4212, -5454), (110, 337, 227)]
[(-14736, 4212, -5454), (110, 337, 227)]
