[(-9637, 13044, -2671), (-6, 88, 93)]
[(-9500, 13136, -2715), (-13, 90, 87)]
[(-9500, 13136, -2715), (-13, 90, 87)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9393, 13201, -2723), (-17, 85, 73)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9251, 13266, -2756), (-19, 81, 64)]
[(-9140, 13368, -2760), (-20, 75, 46)]
[(-9140, 13368, -2760), (-20, 75, 46)]
[(-9140, 13368, -2760), (-20, 75, 46)]
[(-9140, 13368, -2760), (-20, 75, 46)]
[(-9140, 13368, -2760), (-20, 75, 46)]
[(-9102, 13436, -2755), (-57, 45, 30)]
[(-9102, 13436, -2755), (-57, 45, 30)]
[(-9102, 13436, -2755), (-57, 45, 30)]
[(-9102, 13436, -2755), (-57, 45, 30)]
[(-9102, 13436, -2755), (-57, 45, 30)]
[(-9102, 13436, -2755), (-57, 45, 30)]
[(-9040, 13463, -2582), (-120, 11, 24)]
[(-9040, 13463, -2582), (-120, 11, 24)]
[(-9040, 13463, -2582), (-120, 11, 24)]
[(-9040, 13463, -2582), (-120, 11, 24)]
[(-9040, 13463, -2582), (-120, 11, 24)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-8988, 13497, -2508), (-67, 15, 34)]
[(-9232, 13799, -1892), (-75, -12, 16)]
[(-9232, 13799, -1892), (-75, -12, 16)]
[(-9232, 13799, -1892), (-75, -12, 16)]
[(-9232, 13799, -1892), (-75, -12, 16)]
[(-9232, 13799, -1892), (-75, -12, 16)]
[(-9091, 13764, -2002), (-63, 0, 24)]
[(-9091, 13764, -2002), (-63, 0, 24)]
[(-9091, 13764, -2002), (-63, 0, 24)]
[(-9091, 13764, -2002), (-63, 0, 24)]
[(-9091, 13764, -2002), (-63, 0, 24)]
[(-9091, 13764, -2002), (-63, 0, 24)]
[(-9011, 13765, -2004), (-65, 36, 15)]
[(-9011, 13765, -2004), (-65, 36, 15)]
[(-9011, 13765, -2004), (-65, 36, 15)]
[(-9011, 13765, -2004), (-65, 36, 15)]
[(-9011, 13765, -2004), (-65, 36, 15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8958, 13796, -2040), (-68, 110, -15)]
[(-8998, 13729, -2077), (-54, 185, -36)]
[(-8998, 13729, -2077), (-54, 185, -36)]
[(-8998, 13729, -2077), (-54, 185, -36)]
[(-8998, 13729, -2077), (-54, 185, -36)]
[(-8998, 13729, -2077), (-54, 185, -36)]
[(-9095, 13668, -2160), (-34, 214, -30)]
[(-9095, 13668, -2160), (-34, 214, -30)]
[(-9095, 13668, -2160), (-34, 214, -30)]
[(-9095, 13668, -2160), (-34, 214, -30)]
[(-9095, 13668, -2160), (-34, 214, -30)]
[(-9095, 13668, -2160), (-34, 214, -30)]
[(-9066, 13656, -2331), (-19, 199, -20)]
[(-9066, 13656, -2331), (-19, 199, -20)]
[(-9066, 13656, -2331), (-19, 199, -20)]
[(-9066, 13656, -2331), (-19, 199, -20)]
[(-9066, 13656, -2331), (-19, 199, -20)]
[(-9066, 13656, -2331), (-19, 199, -20)]
[(-9022, 13637, -2404), (-5, 198, -24)]
[(-9022, 13637, -2404), (-5, 198, -24)]
[(-9022, 13637, -2404), (-5, 198, -24)]
[(-9022, 13637, -2404), (-5, 198, -24)]
[(-9022, 13637, -2404), (-5, 198, -24)]
[(-9022, 13637, -2404), (-5, 198, -24)]
[(-9060, 13584, -2491), (-6, 218, -27)]
[(-9060, 13584, -2491), (-6, 218, -27)]
[(-9060, 13584, -2491), (-6, 218, -27)]
[(-9060, 13584, -2491), (-6, 218, -27)]
[(-9060, 13584, -2491), (-6, 218, -27)]
[(-9078, 13533, -2560), (-21, 236, -24)]
[(-9078, 13533, -2560), (-21, 236, -24)]
[(-9078, 13533, -2560), (-21, 236, -24)]
[(-9078, 13533, -2560), (-21, 236, -24)]
[(-9078, 13533, -2560), (-21, 236, -24)]
[(-9078, 13533, -2560), (-21, 236, -24)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-9144, 13279, -2445), (-27, 338, -65)]
[(-8926, 13350, -2996), (-138, 188, 15)]
