[(-7997, 13571, -5420), (-23, 27, 0)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7988, 13547, -5391), (-13, 27, 2)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7966, 13548, -5371), (-24, 33, -1)]
[(-7985, 13560, -5353), (-37, 40, -3)]
[(-7985, 13560, -5353), (-37, 40, -3)]
[(-7985, 13560, -5353), (-37, 40, -3)]
[(-7985, 13560, -5353), (-37, 40, -3)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8015, 13616, -5229), (-120, -33, -15)]
[(-8083, 13623, -4938), (-170, -57, -22)]
[(-8083, 13623, -4938), (-170, -57, -22)]
[(-8083, 13623, -4938), (-170, -57, -22)]
[(-8083, 13623, -4938), (-170, -57, -22)]
[(-8076, 13593, -4860), (-10, 8, 1)]
[(-8076, 13593, -4860), (-10, 8, 1)]
[(-8076, 13593, -4860), (-10, 8, 1)]
[(-8076, 13593, -4860), (-10, 8, 1)]
[(-8076, 13593, -4860), (-10, 8, 1)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8107, 13564, -4827), (-12, 17, 3)]
[(-8055, 13650, -4766), (-47, 14, -8)]
[(-8055, 13650, -4766), (-47, 14, -8)]
[(-8055, 13650, -4766), (-47, 14, -8)]
[(-8055, 13650, -4766), (-47, 14, -8)]
[(-8055, 13650, -4766), (-47, 14, -8)]
[(-8055, 13650, -4766), (-47, 14, -8)]
[(-8080, 13672, -4684), (-45, 35, -13)]
[(-8080, 13672, -4684), (-45, 35, -13)]
[(-8080, 13672, -4684), (-45, 35, -13)]
[(-8080, 13672, -4684), (-45, 35, -13)]
[(-8080, 13672, -4684), (-45, 35, -13)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8153, 13659, -4652), (-5, 66, -12)]
[(-8203, 13682, -4657), (0, 78, -10)]
[(-8203, 13682, -4657), (0, 78, -10)]
[(-8203, 13682, -4657), (0, 78, -10)]
[(-8203, 13682, -4657), (0, 78, -10)]
[(-8203, 13682, -4657), (0, 78, -10)]
[(-8196, 13649, -4694), (-3, 74, -8)]
[(-8196, 13649, -4694), (-3, 74, -8)]
[(-8196, 13649, -4694), (-3, 74, -8)]
[(-8196, 13649, -4694), (-3, 74, -8)]
[(-8196, 13649, -4694), (-3, 74, -8)]
[(-8196, 13649, -4694), (-3, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8196, 13671, -4687), (8, 74, -8)]
[(-8204, 13649, -4760), (14, 71, -6)]
[(-8204, 13649, -4760), (14, 71, -6)]
[(-8204, 13649, -4760), (14, 71, -6)]
[(-8204, 13649, -4760), (14, 71, -6)]
[(-8204, 13649, -4760), (14, 71, -6)]
[(-8220, 13614, -4748), (-3, 62, -10)]
[(-8220, 13614, -4748), (-3, 62, -10)]
[(-8220, 13614, -4748), (-3, 62, -10)]
[(-8220, 13614, -4748), (-3, 62, -10)]
[(-8220, 13614, -4748), (-3, 62, -10)]
[(-8220, 13614, -4748), (-3, 62, -10)]
[(-8205, 13628, -4749), (-16, 80, -20)]
[(-8205, 13628, -4749), (-16, 80, -20)]
[(-8205, 13628, -4749), (-16, 80, -20)]
[(-8205, 13628, -4749), (-16, 80, -20)]
[(-8205, 13628, -4749), (-16, 80, -20)]
[(-8251, 13550, -4788), (-75, 124, -60)]
[(-8251, 13550, -4788), (-75, 124, -60)]
[(-8251, 13550, -4788), (-75, 124, -60)]
[(-8251, 13550, -4788), (-75, 124, -60)]
[(-8251, 13550, -4788), (-75, 124, -60)]
[(-8251, 13550, -4788), (-75, 124, -60)]
