[(-14740, 1181, -7648), (-71, 271, -12)]
[(-14754, 1173, -7648), (-88, 275, 8)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14735, 1176, -7674), (-71, 292, 12)]
[(-14714, 1184, -7686), (-77, 306, 4)]
[(-14714, 1184, -7686), (-77, 306, 4)]
[(-14714, 1184, -7686), (-77, 306, 4)]
[(-14714, 1184, -7686), (-77, 306, 4)]
[(-14714, 1184, -7686), (-77, 306, 4)]
[(-14714, 1184, -7686), (-77, 306, 4)]
[(-14719, 1180, -7700), (-92, 327, 2)]
[(-14719, 1180, -7700), (-92, 327, 2)]
[(-14719, 1180, -7700), (-92, 327, 2)]
[(-14719, 1180, -7700), (-92, 327, 2)]
[(-14719, 1180, -7700), (-92, 327, 2)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14709, 1180, -7696), (-116, 327, 1)]
[(-14704, 1192, -7694), (57, 332, 40)]
[(-14704, 1192, -7694), (57, 332, 40)]
[(-14704, 1192, -7694), (57, 332, 40)]
[(-14704, 1192, -7694), (57, 332, 40)]
[(-14704, 1192, -7694), (57, 332, 40)]
[(-14690, 1241, -7646), (-152, 511, 34)]
[(-14690, 1241, -7646), (-152, 511, 34)]
[(-14690, 1241, -7646), (-152, 511, 34)]
[(-14690, 1241, -7646), (-152, 511, 34)]
[(-14690, 1241, -7646), (-152, 511, 34)]
[(-14690, 1241, -7646), (-152, 511, 34)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14672, 1250, -7675), (-206, 458, 22)]
[(-14697, 1273, -7721), (-179, 411, 19)]
[(-14697, 1273, -7721), (-179, 411, 19)]
[(-14697, 1273, -7721), (-179, 411, 19)]
[(-14697, 1273, -7721), (-179, 411, 19)]
[(-14697, 1273, -7721), (-179, 411, 19)]
[(-14697, 1273, -7721), (-179, 411, 19)]
[(-14694, 1264, -7719), (-45, 367, 17)]
[(-14694, 1264, -7719), (-45, 367, 17)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14704, 1288, -7712), (-64, 330, 18)]
[(-14717, 1334, -7662), (-121, 250, 109)]
[(-14717, 1334, -7662), (-121, 250, 109)]
[(-14717, 1334, -7662), (-121, 250, 109)]
[(-14717, 1334, -7662), (-121, 250, 109)]
[(-14717, 1334, -7662), (-121, 250, 109)]
[(-14717, 1334, -7662), (-121, 250, 109)]
[(-14692, 1369, -7633), (-137, 368, 1)]
[(-14692, 1369, -7633), (-137, 368, 1)]
