[(-15664, 2552, -3115), (-93, 178, 40)]
[(-15647, 2548, -3101), (-111, 167, 51)]
[(-15647, 2548, -3101), (-111, 167, 51)]
[(-15647, 2548, -3101), (-111, 167, 51)]
[(-15647, 2548, -3101), (-111, 167, 51)]
[(-15635, 2531, -3106), (-81, 164, 33)]
[(-15635, 2531, -3106), (-81, 164, 33)]
[(-15635, 2531, -3106), (-81, 164, 33)]
[(-15635, 2531, -3106), (-81, 164, 33)]
[(-15635, 2531, -3106), (-81, 164, 33)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15624, 2551, -3106), (-89, 178, -8)]
[(-15626, 2551, -3140), (-111, 213, -16)]
[(-15626, 2551, -3140), (-111, 213, -16)]
[(-15626, 2551, -3140), (-111, 213, -16)]
[(-15626, 2551, -3140), (-111, 213, -16)]
[(-15626, 2551, -3140), (-111, 213, -16)]
[(-15647, 2535, -3156), (-137, 220, -21)]
[(-15647, 2535, -3156), (-137, 220, -21)]
[(-15647, 2535, -3156), (-137, 220, -21)]
[(-15647, 2535, -3156), (-137, 220, -21)]
[(-15647, 2535, -3156), (-137, 220, -21)]
[(-15647, 2535, -3156), (-137, 220, -21)]
[(-15660, 2545, -3162), (-143, 208, -18)]
[(-15660, 2545, -3162), (-143, 208, -18)]
[(-15660, 2545, -3162), (-143, 208, -18)]
[(-15660, 2545, -3162), (-143, 208, -18)]
[(-15660, 2545, -3162), (-143, 208, -18)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15684, 2529, -3145), (-84, 156, 6)]
[(-15644, 2548, -3145), (-122, 152, -17)]
[(-15644, 2548, -3145), (-122, 152, -17)]
[(-15644, 2548, -3145), (-122, 152, -17)]
[(-15644, 2548, -3145), (-122, 152, -17)]
[(-15644, 2548, -3145), (-122, 152, -17)]
[(-15644, 2548, -3145), (-122, 152, -17)]
[(-15638, 2556, -3103), (-136, 170, -35)]
[(-15638, 2556, -3103), (-136, 170, -35)]
[(-15638, 2556, -3103), (-136, 170, -35)]
[(-15638, 2556, -3103), (-136, 170, -35)]
[(-15638, 2556, -3103), (-136, 170, -35)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15651, 2560, -3098), (-114, 175, -47)]
[(-15652, 2551, -3088), (-82, 215, -49)]
[(-15652, 2551, -3088), (-82, 215, -49)]
[(-15652, 2551, -3088), (-82, 215, -49)]
[(-15652, 2551, -3088), (-82, 215, -49)]
[(-15652, 2551, -3088), (-82, 215, -49)]
[(-15652, 2551, -3088), (-82, 215, -49)]
[(-15628, 2538, -3090), (-90, 199, -85)]
[(-15628, 2538, -3090), (-90, 199, -85)]
[(-15628, 2538, -3090), (-90, 199, -85)]
[(-15628, 2538, -3090), (-90, 199, -85)]
[(-15628, 2538, -3090), (-90, 199, -85)]
[(-15626, 2532, -3103), (-138, 211, -65)]
[(-15626, 2532, -3103), (-138, 211, -65)]
[(-15626, 2532, -3103), (-138, 211, -65)]
[(-15626, 2532, -3103), (-138, 211, -65)]
