[(-9654, 12579, -5008), (-68, 234, 49)]
[(-9622, 12323, -4942), (-125, 254, 95)]
[(-9622, 12323, -4942), (-125, 254, 95)]
[(-9622, 12323, -4942), (-125, 254, 95)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-9587, 12456, -5508), (-134, 265, 162)]
[(-12544, 12630, -5380), (613, -233, 6)]
[(-12544, 12630, -5380), (613, -233, 6)]
[(-12544, 12630, -5380), (613, -233, 6)]
[(-12544, 12630, -5380), (613, -233, 6)]
[(-12544, 12630, -5380), (613, -233, 6)]
[(-12000, 12368, -5767), (544, -261, -18)]
[(-12000, 12368, -5767), (544, -261, -18)]
[(-12000, 12368, -5767), (544, -261, -18)]
[(-12000, 12368, -5767), (544, -261, -18)]
[(-12000, 12368, -5767), (544, -261, -18)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11572, 12342, -6069), (391, -192, -1)]
[(-11193, 12351, -5758), (291, -187, -69)]
[(-11193, 12351, -5758), (291, -187, -69)]
[(-11193, 12351, -5758), (291, -187, -69)]
[(-11193, 12351, -5758), (291, -187, -69)]
[(-11193, 12351, -5758), (291, -187, -69)]
[(-10935, 12428, -5477), (151, -126, -31)]
[(-10935, 12428, -5477), (151, -126, -31)]
[(-10935, 12428, -5477), (151, -126, -31)]
[(-10935, 12428, -5477), (151, -126, -31)]
[(-10935, 12428, -5477), (151, -126, -31)]
[(-10935, 12428, -5477), (151, -126, -31)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10592, 12599, -5201), (-15, -66, -9)]
[(-10293, 12680, -5068), (80, -59, 10)]
[(-10293, 12680, -5068), (80, -59, 10)]
[(-10293, 12680, -5068), (80, -59, 10)]
[(-10293, 12680, -5068), (80, -59, 10)]
[(-10293, 12680, -5068), (80, -59, 10)]
[(-10066, 12747, -4840), (52, -41, 25)]
[(-10066, 12747, -4840), (52, -41, 25)]
[(-10066, 12747, -4840), (52, -41, 25)]
[(-10066, 12747, -4840), (52, -41, 25)]
[(-10066, 12747, -4840), (52, -41, 25)]
[(-10066, 12747, -4840), (52, -41, 25)]
[(-9848, 12879, -4715), (11, -12, 1)]
[(-9848, 12879, -4715), (11, -12, 1)]
[(-9848, 12879, -4715), (11, -12, 1)]
[(-9848, 12879, -4715), (11, -12, 1)]
[(-9848, 12879, -4715), (11, -12, 1)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9780, 12892, -4544), (-7, 14, -6)]
[(-9699, 12885, -4387), (-22, 51, -27)]
[(-9699, 12885, -4387), (-22, 51, -27)]
[(-9699, 12885, -4387), (-22, 51, -27)]
[(-9699, 12885, -4387), (-22, 51, -27)]
[(-9699, 12885, -4387), (-22, 51, -27)]
[(-9699, 12885, -4387), (-22, 51, -27)]
[(-9744, 12852, -4295), (-39, 90, -37)]
[(-9744, 12852, -4295), (-39, 90, -37)]
[(-9744, 12852, -4295), (-39, 90, -37)]
[(-9744, 12852, -4295), (-39, 90, -37)]
[(-9744, 12852, -4295), (-39, 90, -37)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9679, 12862, -4340), (1, 99, -45)]
[(-9660, 12811, -4304), (38, 89, -48)]
[(-9660, 12811, -4304), (38, 89, -48)]
[(-9660, 12811, -4304), (38, 89, -48)]
[(-9660, 12811, -4304), (38, 89, -48)]
[(-9660, 12811, -4304), (38, 89, -48)]
[(-9660, 12811, -4304), (38, 89, -48)]
[(-9711, 12795, -4344), (41, 82, -48)]
[(-9711, 12795, -4344), (41, 82, -48)]
[(-9711, 12795, -4344), (41, 82, -48)]
[(-9711, 12795, -4344), (41, 82, -48)]
[(-9711, 12795, -4344), (41, 82, -48)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9962, 12724, -4263), (84, -1, -80)]
[(-9767, 12775, -4241), (255, -305, -75)]
[(-9767, 12775, -4241), (255, -305, -75)]
[(-9767, 12775, -4241), (255, -305, -75)]
[(-9767, 12775, -4241), (255, -305, -75)]
[(-9767, 12775, -4241), (255, -305, -75)]
[(-10066, 12609, -4195), (152, -287, -43)]
[(-10066, 12609, -4195), (152, -287, -43)]
[(-10066, 12609, -4195), (152, -287, -43)]
[(-10066, 12609, -4195), (152, -287, -43)]
[(-10066, 12609, -4195), (152, -287, -43)]
[(-10066, 12609, -4195), (152, -287, -43)]
[(-10140, 12548, -3890), (69, -240, -1)]
[(-10140, 12548, -3890), (69, -240, -1)]
