[(-14604, 3729, -6364), (-403, 747, 693)]
[(-14549, 3879, -6419), (-304, 689, 549)]
[(-14549, 3879, -6419), (-304, 689, 549)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14511, 3985, -6465), (-254, 646, 445)]
[(-14468, 4115, -6537), (-246, 608, 346)]
[(-14468, 4115, -6537), (-246, 608, 346)]
[(-14468, 4115, -6537), (-246, 608, 346)]
[(-14468, 4115, -6537), (-246, 608, 346)]
[(-14468, 4115, -6537), (-246, 608, 346)]
[(-14468, 4115, -6537), (-246, 608, 346)]
[(-14435, 4194, -6592), (-283, 540, 287)]
[(-14435, 4194, -6592), (-283, 540, 287)]
[(-14435, 4194, -6592), (-283, 540, 287)]
[(-14435, 4194, -6592), (-283, 540, 287)]
[(-14435, 4194, -6592), (-283, 540, 287)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14420, 4309, -6630), (-405, 464, 220)]
[(-14372, 4394, -6597), (-398, 402, 163)]
[(-14372, 4394, -6597), (-398, 402, 163)]
[(-14372, 4394, -6597), (-398, 402, 163)]
[(-14372, 4394, -6597), (-398, 402, 163)]
[(-14372, 4394, -6597), (-398, 402, 163)]
[(-14372, 4394, -6597), (-398, 402, 163)]
[(-14516, 4461, -6576), (-375, 286, 258)]
[(-14516, 4461, -6576), (-375, 286, 258)]
[(-14516, 4461, -6576), (-375, 286, 258)]
[(-14516, 4461, -6576), (-375, 286, 258)]
[(-14516, 4461, -6576), (-375, 286, 258)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14459, 4520, -6580), (-341, 291, 294)]
[(-14454, 4488, -6577), (-144, 313, 244)]
[(-14454, 4488, -6577), (-144, 313, 244)]
[(-14454, 4488, -6577), (-144, 313, 244)]
