[(-14704, 1324, -7661), (-88, 316, -11)]
[(-14719, 1331, -7640), (-102, 314, -5)]
[(-14719, 1331, -7640), (-102, 314, -5)]
[(-14719, 1331, -7640), (-102, 314, -5)]
[(-14719, 1331, -7640), (-102, 314, -5)]
[(-14726, 1330, -7607), (-107, 311, -7)]
[(-14726, 1330, -7607), (-107, 311, -7)]
[(-14726, 1330, -7607), (-107, 311, -7)]
[(-14726, 1330, -7607), (-107, 311, -7)]
[(-14726, 1330, -7607), (-107, 311, -7)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14732, 1362, -7642), (-50, 291, 101)]
[(-14742, 1362, -7622), (-81, 306, 70)]
[(-14742, 1362, -7622), (-81, 306, 70)]
[(-14742, 1362, -7622), (-81, 306, 70)]
[(-14742, 1362, -7622), (-81, 306, 70)]
[(-14742, 1362, -7622), (-81, 306, 70)]
[(-14732, 1371, -7593), (-171, 299, 101)]
[(-14732, 1371, -7593), (-171, 299, 101)]
[(-14732, 1371, -7593), (-171, 299, 101)]
[(-14732, 1371, -7593), (-171, 299, 101)]
[(-14732, 1371, -7593), (-171, 299, 101)]
[(-14732, 1371, -7593), (-171, 299, 101)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14756, 1372, -7572), (154, 200, 92)]
[(-14763, 1399, -7588), (118, 199, 65)]
[(-14763, 1399, -7588), (118, 199, 65)]
[(-14763, 1399, -7588), (118, 199, 65)]
[(-14763, 1399, -7588), (118, 199, 65)]
[(-14763, 1399, -7588), (118, 199, 65)]
[(-14764, 1385, -7600), (43, 212, 65)]
[(-14764, 1385, -7600), (43, 212, 65)]
[(-14764, 1385, -7600), (43, 212, 65)]
[(-14764, 1385, -7600), (43, 212, 65)]
[(-14764, 1385, -7600), (43, 212, 65)]
[(-14764, 1385, -7600), (43, 212, 65)]
[(-14789, 1382, -7558), (-30, 222, 59)]
[(-14789, 1382, -7558), (-30, 222, 59)]
