[(-14707, 1316, -7797), (-74, 312, -24)]
[(-14706, 1248, -7707), (-87, 364, -20)]
[(-14706, 1248, -7707), (-87, 364, -20)]
[(-14703, 1208, -7727), (-131, 379, -13)]
[(-14703, 1208, -7727), (-131, 379, -13)]
[(-14703, 1208, -7727), (-131, 379, -13)]
[(-14703, 1208, -7727), (-131, 379, -13)]
[(-14716, 1172, -7702), (-131, 383, 0)]
[(-14716, 1172, -7702), (-131, 383, 0)]
[(-14716, 1172, -7702), (-131, 383, 0)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14728, 1159, -7700), (-49, 310, 23)]
[(-14713, 1190, -7680), (-17, 304, 74)]
[(-14713, 1190, -7680), (-17, 304, 74)]
[(-14713, 1190, -7680), (-17, 304, 74)]
[(-14713, 1190, -7680), (-17, 304, 74)]
[(-14706, 1214, -7680), (69, 313, 122)]
[(-14706, 1214, -7680), (69, 313, 122)]
[(-14706, 1214, -7680), (69, 313, 122)]
[(-14706, 1214, -7680), (69, 313, 122)]
[(-14706, 1214, -7680), (69, 313, 122)]
[(-14697, 1216, -7648), (49, 294, 78)]
[(-14697, 1216, -7648), (49, 294, 78)]
[(-14697, 1216, -7648), (49, 294, 78)]
[(-14697, 1216, -7648), (49, 294, 78)]
[(-14697, 1216, -7648), (49, 294, 78)]
[(-14697, 1216, -7648), (49, 294, 78)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14716, 1200, -7666), (83, 276, 73)]
[(-14708, 1200, -7686), (97, 298, 86)]
[(-14708, 1200, -7686), (97, 298, 86)]
[(-14708, 1200, -7686), (97, 298, 86)]
[(-14708, 1200, -7686), (97, 298, 86)]
[(-14708, 1200, -7686), (97, 298, 86)]
[(-14700, 1214, -7709), (105, 309, 101)]
[(-14700, 1214, -7709), (105, 309, 101)]
[(-14700, 1214, -7709), (105, 309, 101)]
[(-14700, 1214, -7709), (105, 309, 101)]
[(-14700, 1214, -7709), (105, 309, 101)]
[(-14700, 1214, -7709), (105, 309, 101)]
