[(-15238, 3496, -5064), (-54, 322, 6)]
[(-15241, 3526, -5033), (-68, 334, -3)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15228, 3528, -5029), (-56, 326, 2)]
[(-15229, 3526, -5031), (-68, 319, -17)]
[(-15229, 3526, -5031), (-68, 319, -17)]
[(-15229, 3526, -5031), (-68, 319, -17)]
[(-15229, 3526, -5031), (-68, 319, -17)]
[(-15215, 3552, -5019), (-112, 316, 20)]
[(-15215, 3552, -5019), (-112, 316, 20)]
[(-15215, 3552, -5019), (-112, 316, 20)]
[(-15224, 3546, -4987), (-91, 313, 0)]
[(-15224, 3546, -4987), (-91, 313, 0)]
[(-15224, 3546, -4987), (-91, 313, 0)]
[(-15224, 3546, -4987), (-91, 313, 0)]
[(-15224, 3546, -4987), (-91, 313, 0)]
[(-15224, 3546, -4987), (-91, 313, 0)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15212, 3517, -4980), (-92, 284, 14)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15199, 3553, -4949), (24, 272, 21)]
[(-15184, 3557, -4996), (90, 324, 16)]
[(-15184, 3557, -4996), (90, 324, 16)]
[(-15184, 3557, -4996), (90, 324, 16)]
[(-15184, 3557, -4996), (90, 324, 16)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15195, 3556, -4968), (-222, 511, 18)]
[(-15213, 3539, -4984), (-198, 486, 17)]
[(-15213, 3539, -4984), (-198, 486, 17)]
[(-15213, 3539, -4984), (-198, 486, 17)]
[(-15213, 3539, -4984), (-198, 486, 17)]
[(-15213, 3539, -4984), (-198, 486, 17)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15203, 3549, -5002), (-225, 462, 24)]
[(-15185, 3524, -5022), (-193, 448, 7)]
[(-15185, 3524, -5022), (-193, 448, 7)]
[(-15185, 3524, -5022), (-193, 448, 7)]
[(-15185, 3524, -5022), (-193, 448, 7)]
[(-15185, 3524, -5022), (-193, 448, 7)]
[(-15193, 3524, -5025), (-215, 414, 24)]
[(-15193, 3524, -5025), (-215, 414, 24)]
[(-15193, 3524, -5025), (-215, 414, 24)]
[(-15193, 3524, -5025), (-215, 414, 24)]
[(-15193, 3524, -5025), (-215, 414, 24)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15184, 3541, -5056), (-187, 369, 21)]
[(-15167, 3553, -5043), (-169, 350, 6)]
[(-15167, 3553, -5043), (-169, 350, 6)]
[(-15167, 3553, -5043), (-169, 350, 6)]
[(-15167, 3553, -5043), (-169, 350, 6)]
[(-15167, 3553, -5043), (-169, 350, 6)]
[(-15174, 3570, -5052), (-137, 344, -3)]
[(-15174, 3570, -5052), (-137, 344, -3)]
[(-15174, 3570, -5052), (-137, 344, -3)]
[(-15174, 3570, -5052), (-137, 344, -3)]
[(-15174, 3570, -5052), (-137, 344, -3)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15187, 3562, -5060), (-139, 350, -31)]
[(-15177, 3552, -5021), (-77, 279, -63)]
[(-15177, 3552, -5021), (-77, 279, -63)]
[(-15177, 3552, -5021), (-77, 279, -63)]
