[(-14354, 5270, -5577), (-614, 571, 338)]
[(-14315, 5426, -5640), (-406, 495, 299)]
[(-14315, 5426, -5640), (-406, 495, 299)]
[(-14315, 5426, -5640), (-406, 495, 299)]
[(-14315, 5426, -5640), (-406, 495, 299)]
[(-14280, 5531, -5627), (-291, 428, 238)]
[(-14280, 5531, -5627), (-291, 428, 238)]
[(-14280, 5531, -5627), (-291, 428, 238)]
[(-14280, 5531, -5627), (-291, 428, 238)]
[(-14280, 5531, -5627), (-291, 428, 238)]
[(-14280, 5531, -5627), (-291, 428, 238)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14287, 5572, -5652), (-234, 401, 152)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14224, 5592, -5671), (-237, 356, 213)]
[(-14217, 5656, -5710), (-224, 320, 224)]
[(-14217, 5656, -5710), (-224, 320, 224)]
[(-14217, 5656, -5710), (-224, 320, 224)]
[(-14217, 5656, -5710), (-224, 320, 224)]
[(-14164, 5709, -5709), (-268, 324, 225)]
[(-14164, 5709, -5709), (-268, 324, 225)]
[(-14164, 5709, -5709), (-268, 324, 225)]
[(-14164, 5709, -5709), (-268, 324, 225)]
[(-14164, 5709, -5709), (-268, 324, 225)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14150, 5750, -5720), (-270, 314, 270)]
[(-14157, 5830, -5719), (-464, 299, 310)]
[(-14157, 5830, -5719), (-464, 299, 310)]
[(-14157, 5830, -5719), (-464, 299, 310)]
[(-14157, 5830, -5719), (-464, 299, 310)]
[(-14157, 5830, -5719), (-464, 299, 310)]
[(-14157, 5830, -5719), (-464, 299, 310)]
[(-14152, 5913, -5712), (-414, 286, 262)]
[(-14152, 5913, -5712), (-414, 286, 262)]
[(-14152, 5913, -5712), (-414, 286, 262)]
[(-14152, 5913, -5712), (-414, 286, 262)]
[(-14152, 5913, -5712), (-414, 286, 262)]
[(-14096, 5973, -5752), (-113, 354, 187)]
[(-14096, 5973, -5752), (-113, 354, 187)]
[(-14096, 5973, -5752), (-113, 354, 187)]
