[(-15070, 1472, -6396), (-206, 47, 232)]
[(-15080, 1513, -6409), (-107, 38, 205)]
[(-15080, 1513, -6409), (-107, 38, 205)]
[(-15080, 1513, -6409), (-107, 38, 205)]
[(-15080, 1513, -6409), (-107, 38, 205)]
[(-15044, 1538, -6412), (-63, 116, 188)]
[(-15044, 1538, -6412), (-63, 116, 188)]
[(-15044, 1538, -6412), (-63, 116, 188)]
[(-15044, 1538, -6412), (-63, 116, 188)]
[(-15044, 1538, -6412), (-63, 116, 188)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-15005, 1592, -6384), (-108, 141, 132)]
[(-14940, 1620, -6369), (-23, 102, 95)]
[(-14940, 1620, -6369), (-23, 102, 95)]
[(-14940, 1620, -6369), (-23, 102, 95)]
[(-14940, 1620, -6369), (-23, 102, 95)]
[(-14940, 1620, -6369), (-23, 102, 95)]
[(-14968, 1646, -6372), (-33, 92, 9)]
[(-14968, 1646, -6372), (-33, 92, 9)]
[(-14968, 1646, -6372), (-33, 92, 9)]
[(-14968, 1646, -6372), (-33, 92, 9)]
[(-14968, 1646, -6372), (-33, 92, 9)]
[(-14968, 1646, -6372), (-33, 92, 9)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14968, 1672, -6386), (-67, 135, -11)]
[(-14953, 1642, -6386), (-154, 134, -62)]
[(-14953, 1642, -6386), (-154, 134, -62)]
[(-14953, 1642, -6386), (-154, 134, -62)]
[(-14953, 1642, -6386), (-154, 134, -62)]
[(-14953, 1642, -6386), (-154, 134, -62)]
[(-14958, 1640, -6385), (-188, 153, -78)]
[(-14958, 1640, -6385), (-188, 153, -78)]
[(-14958, 1640, -6385), (-188, 153, -78)]
[(-14958, 1640, -6385), (-188, 153, -78)]
[(-14958, 1640, -6385), (-188, 153, -78)]
[(-14958, 1640, -6385), (-188, 153, -78)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14965, 1665, -6377), (-203, 116, -159)]
[(-14964, 1657, -6353), (-211, 147, -140)]
[(-14964, 1657, -6353), (-211, 147, -140)]
[(-14964, 1657, -6353), (-211, 147, -140)]
[(-14964, 1657, -6353), (-211, 147, -140)]
[(-14964, 1657, -6353), (-211, 147, -140)]
[(-14964, 1666, -6357), (-177, 212, -98)]
[(-14964, 1666, -6357), (-177, 212, -98)]
[(-14964, 1666, -6357), (-177, 212, -98)]
[(-14964, 1666, -6357), (-177, 212, -98)]
[(-14964, 1666, -6357), (-177, 212, -98)]
[(-14964, 1666, -6357), (-177, 212, -98)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14968, 1680, -6316), (-155, 223, -117)]
[(-14972, 1672, -6293), (-104, 210, -110)]
[(-14972, 1672, -6293), (-104, 210, -110)]
[(-14972, 1672, -6293), (-104, 210, -110)]
[(-14972, 1672, -6293), (-104, 210, -110)]
[(-14972, 1672, -6293), (-104, 210, -110)]
[(-14952, 1661, -6270), (-127, 185, -31)]
[(-14952, 1661, -6270), (-127, 185, -31)]
[(-14952, 1661, -6270), (-127, 185, -31)]
[(-14952, 1661, -6270), (-127, 185, -31)]
[(-14952, 1661, -6270), (-127, 185, -31)]
[(-14952, 1661, -6270), (-127, 185, -31)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14946, 1678, -6308), (-175, 178, 53)]
[(-14965, 1700, -6306), (-210, 188, 49)]
[(-14965, 1700, -6306), (-210, 188, 49)]
[(-14965, 1700, -6306), (-210, 188, 49)]
[(-14965, 1700, -6306), (-210, 188, 49)]
[(-14965, 1700, -6306), (-210, 188, 49)]
[(-14955, 1725, -6319), (-175, 230, 69)]
[(-14955, 1725, -6319), (-175, 230, 69)]
[(-14955, 1725, -6319), (-175, 230, 69)]
