[(-15751, 1996, -3438), (-147, 364, -9)]
[(-15782, 2007, -3402), (-155, 340, 10)]
[(-15782, 2007, -3402), (-155, 340, 10)]
[(-15782, 2007, -3402), (-155, 340, 10)]
[(-15782, 2007, -3402), (-155, 340, 10)]
[(-15796, 1978, -3409), (-176, 323, 10)]
[(-15796, 1978, -3409), (-176, 323, 10)]
[(-15796, 1978, -3409), (-176, 323, 10)]
[(-15796, 1978, -3409), (-176, 323, 10)]
[(-15796, 1978, -3409), (-176, 323, 10)]
[(-15796, 1978, -3409), (-176, 323, 10)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15795, 1980, -3436), (-193, 337, 9)]
[(-15792, 1979, -3418), (-172, 324, -14)]
[(-15792, 1979, -3418), (-172, 324, -14)]
[(-15792, 1979, -3418), (-172, 324, -14)]
[(-15792, 1979, -3418), (-172, 324, -14)]
[(-15792, 1979, -3418), (-172, 324, -14)]
[(-15792, 1979, -3418), (-172, 324, -14)]
[(-15774, 1976, -3416), (-169, 303, -21)]
[(-15774, 1976, -3416), (-169, 303, -21)]
[(-15774, 1976, -3416), (-169, 303, -21)]
[(-15774, 1976, -3416), (-169, 303, -21)]
[(-15774, 1976, -3416), (-169, 303, -21)]
[(-15757, 1999, -3379), (-151, 295, 9)]
[(-15757, 1999, -3379), (-151, 295, 9)]
[(-15757, 1999, -3379), (-151, 295, 9)]
[(-15757, 1999, -3379), (-151, 295, 9)]
[(-15757, 1999, -3379), (-151, 295, 9)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15748, 1980, -3413), (-160, 274, -21)]
[(-15747, 1973, -3405), (-136, 243, -12)]
[(-15747, 1973, -3405), (-136, 243, -12)]
[(-15747, 1973, -3405), (-136, 243, -12)]
[(-15747, 1973, -3405), (-136, 243, -12)]
[(-15747, 1973, -3405), (-136, 243, -12)]
[(-15740, 1981, -3432), (-134, 245, -3)]
[(-15740, 1981, -3432), (-134, 245, -3)]
[(-15740, 1981, -3432), (-134, 245, -3)]
[(-15740, 1981, -3432), (-134, 245, -3)]
[(-15740, 1981, -3432), (-134, 245, -3)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15726, 1996, -3421), (-272, 374, -9)]
[(-15727, 1996, -3441), (-269, 355, -16)]
[(-15727, 1996, -3441), (-269, 355, -16)]
[(-15727, 1996, -3441), (-269, 355, -16)]
[(-15727, 1996, -3441), (-269, 355, -16)]
[(-15731, 1992, -3432), (-258, 345, -40)]
[(-15731, 1992, -3432), (-258, 345, -40)]
[(-15731, 1992, -3432), (-258, 345, -40)]
[(-15731, 1992, -3432), (-258, 345, -40)]
[(-15731, 1992, -3432), (-258, 345, -40)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15739, 1974, -3418), (-226, 337, -27)]
[(-15732, 1969, -3389), (-212, 335, -37)]
[(-15732, 1969, -3389), (-212, 335, -37)]
[(-15748, 1952, -3369), (-145, 327, -17)]
[(-15748, 1952, -3369), (-145, 327, -17)]
[(-15748, 1952, -3369), (-145, 327, -17)]
[(-15748, 1952, -3369), (-145, 327, -17)]
[(-15748, 1952, -3369), (-145, 327, -17)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15743, 1946, -3367), (-51, 288, 7)]
[(-15733, 1960, -3404), (-25, 282, 12)]
[(-15733, 1960, -3404), (-25, 282, 12)]
[(-15733, 1960, -3404), (-25, 282, 12)]
[(-15733, 1960, -3404), (-25, 282, 12)]
[(-15733, 1960, -3404), (-25, 282, 12)]
[(-15733, 1960, -3404), (-25, 282, 12)]
[(-15733, 1960, -3404), (-25, 282, 12)]
