[(-15770, 1941, -3368), (-85, 302, -12)]
[(-15800, 1942, -3340), (-104, 321, -9)]
[(-15800, 1942, -3340), (-104, 321, -9)]
[(-15800, 1942, -3340), (-104, 321, -9)]
[(-15800, 1942, -3340), (-104, 321, -9)]
[(-15802, 1944, -3359), (-114, 315, -1)]
[(-15802, 1944, -3359), (-114, 315, -1)]
[(-15802, 1944, -3359), (-114, 315, -1)]
[(-15802, 1944, -3359), (-114, 315, -1)]
[(-15802, 1944, -3359), (-114, 315, -1)]
[(-15802, 1944, -3359), (-114, 315, -1)]
[(-15788, 1931, -3372), (-102, 342, 16)]
[(-15788, 1931, -3372), (-102, 342, 16)]
[(-15788, 1931, -3372), (-102, 342, 16)]
[(-15788, 1931, -3372), (-102, 342, 16)]
[(-15788, 1931, -3372), (-102, 342, 16)]
[(-15795, 1949, -3335), (-96, 339, 43)]
[(-15795, 1949, -3335), (-96, 339, 43)]
[(-15795, 1949, -3335), (-96, 339, 43)]
[(-15795, 1949, -3335), (-96, 339, 43)]
[(-15795, 1949, -3335), (-96, 339, 43)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15788, 1970, -3336), (-96, 306, 35)]
[(-15780, 1968, -3356), (-96, 312, 27)]
[(-15780, 1968, -3356), (-96, 312, 27)]
[(-15780, 1968, -3356), (-96, 312, 27)]
[(-15780, 1968, -3356), (-96, 312, 27)]
[(-15780, 1968, -3356), (-96, 312, 27)]
[(-15760, 2015, -3383), (-186, 352, -4)]
[(-15760, 2015, -3383), (-186, 352, -4)]
[(-15760, 2015, -3383), (-186, 352, -4)]
[(-15760, 2015, -3383), (-186, 352, -4)]
[(-15760, 2015, -3383), (-186, 352, -4)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15737, 2025, -3352), (-194, 362, 3)]
[(-15743, 2008, -3355), (-156, 360, -12)]
