[(-13849, 7680, -3940), (-97, 326, 39)]
[(-13853, 7683, -3939), (-31, 255, 2)]
[(-13860, 7663, -3907), (-87, 234, -1)]
[(-13860, 7663, -3907), (-87, 234, -1)]
[(-13860, 7663, -3907), (-87, 234, -1)]
[(-13860, 7663, -3907), (-87, 234, -1)]
[(-13860, 7663, -3907), (-87, 234, -1)]
[(-13860, 7663, -3907), (-87, 234, -1)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13840, 7668, -3888), (-139, 246, 35)]
[(-13852, 7668, -3867), (-125, 268, 33)]
[(-13852, 7668, -3867), (-125, 268, 33)]
[(-13852, 7668, -3867), (-125, 268, 33)]
[(-13852, 7668, -3867), (-125, 268, 33)]
[(-13852, 7668, -3867), (-125, 268, 33)]
[(-13856, 7666, -3900), (-64, 271, -44)]
[(-13856, 7666, -3900), (-64, 271, -44)]
[(-13856, 7666, -3900), (-64, 271, -44)]
[(-13856, 7666, -3900), (-64, 271, -44)]
[(-13856, 7666, -3900), (-64, 271, -44)]
[(-13856, 7666, -3900), (-64, 271, -44)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13860, 7690, -3877), (-26, 258, -128)]
[(-13874, 7656, -3826), (-296, 246, -172)]
[(-13874, 7656, -3826), (-296, 246, -172)]
[(-13874, 7656, -3826), (-296, 246, -172)]
[(-13874, 7656, -3826), (-296, 246, -172)]
[(-13874, 7656, -3826), (-296, 246, -172)]
[(-13874, 7656, -3826), (-296, 246, -172)]
[(-13906, 7637, -3789), (-333, 516, -59)]
[(-13906, 7637, -3789), (-333, 516, -59)]
[(-13906, 7637, -3789), (-333, 516, -59)]
[(-13906, 7637, -3789), (-333, 516, -59)]
[(-13906, 7637, -3789), (-333, 516, -59)]
[(-13898, 7698, -3903), (-135, 989, 120)]
[(-13898, 7698, -3903), (-135, 989, 120)]
[(-13898, 7698, -3903), (-135, 989, 120)]
[(-13898, 7698, -3903), (-135, 989, 120)]
[(-13898, 7698, -3903), (-135, 989, 120)]
