[(-14582, 986, -8112), (-65, 284, -26)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14593, 975, -8142), (-68, 308, -35)]
[(-14604, 982, -8137), (15, 311, -23)]
[(-14604, 982, -8137), (15, 311, -23)]
[(-14601, 933, -8160), (49, 333, -61)]
[(-14601, 933, -8160), (49, 333, -61)]
[(-14601, 933, -8160), (49, 333, -61)]
[(-14601, 933, -8160), (49, 333, -61)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14615, 921, -8132), (-169, 404, -55)]
[(-14593, 888, -8154), (-183, 349, -23)]
[(-14593, 888, -8154), (-183, 349, -23)]
[(-14593, 888, -8154), (-183, 349, -23)]
[(-14593, 888, -8154), (-183, 349, -23)]
[(-14593, 888, -8154), (-183, 349, -23)]
[(-14592, 920, -8186), (-248, 362, -19)]
[(-14592, 920, -8186), (-248, 362, -19)]
[(-14592, 920, -8186), (-248, 362, -19)]
[(-14592, 920, -8186), (-248, 362, -19)]
[(-14592, 920, -8186), (-248, 362, -19)]
[(-14592, 920, -8186), (-248, 362, -19)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14579, 953, -8204), (-220, 372, -16)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14552, 959, -8212), (35, 251, -35)]
[(-14571, 939, -8196), (-10, 270, -35)]
[(-14571, 939, -8196), (-10, 270, -35)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14568, 950, -8192), (-135, 373, -46)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14584, 955, -8168), (-170, 393, -58)]
[(-14587, 949, -8151), (-159, 367, -44)]
[(-14587, 949, -8151), (-159, 367, -44)]
[(-14587, 949, -8151), (-159, 367, -44)]
[(-14587, 949, -8151), (-159, 367, -44)]
[(-14556, 936, -8146), (-125, 375, -33)]
[(-14556, 936, -8146), (-125, 375, -33)]
[(-14556, 936, -8146), (-125, 375, -33)]
[(-14556, 936, -8146), (-125, 375, -33)]
[(-14556, 936, -8146), (-125, 375, -33)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14588, 951, -8148), (-254, 309, -72)]
[(-14570, 971, -8105), (-137, 276, 179)]
[(-14570, 971, -8105), (-137, 276, 179)]
