[(-14582, 986, -8112), (-65, 284, -26)]
[(-14570, 971, -8105), (-137, 276, 179)]
[(-14570, 971, -8105), (-137, 276, 179)]
[(-14570, 971, -8105), (-137, 276, 179)]
[(-14570, 971, -8105), (-137, 276, 179)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14544, 1054, -8144), (-141, 446, 98)]
[(-14532, 1032, -8175), (-165, 329, 1)]
[(-14532, 1032, -8175), (-165, 329, 1)]
[(-14532, 1032, -8175), (-165, 329, 1)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14539, 1000, -8183), (-106, 348, -103)]
[(-14551, 985, -8192), (-127, 354, 11)]
[(-14551, 985, -8192), (-127, 354, 11)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14573, 1023, -8159), (-95, 299, 105)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14572, 1064, -8136), (-162, 285, 39)]
[(-14577, 1025, -8121), (-142, 269, -49)]
[(-14577, 1025, -8121), (-142, 269, -49)]
[(-14577, 1025, -8121), (-142, 269, -49)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14589, 1013, -8108), (-123, 293, -58)]
[(-14572, 1013, -8124), (-91, 351, -30)]
[(-14572, 1013, -8124), (-91, 351, -30)]
[(-14572, 1013, -8124), (-91, 351, -30)]
[(-14572, 1013, -8124), (-91, 351, -30)]
[(-14572, 1013, -8124), (-91, 351, -30)]
[(-14572, 1013, -8124), (-91, 351, -30)]
